ISIN,TimePeriod,ruleid,CapitalListed,High,Interest,IssuerID,LastRate,Low,MarketCap,MaturityDate,Name,OpeningPrice,SecurityID,SecurityType,Symbol,Transactions,Turnover,Volume,bool_var,errorcode,errorlevel
IL0038301557,2024-02-05,r1,1418878.0,0.0,,383,11.8,0.0,167.0,,AXILION W4,11.8,3830155, Warrant,AILN.W4,0.0,0.0,0.0,True,,
IL0002090152,2024-02-05,r1,18197800.0,1955.0,,209,1924.0,1901.0,350126.0,,AYALON  HOLD.,1952.0,209015,Shares,AYAL,53.0,56.59,2942.0,True,,
IL0011955510,2024-02-05,r1,110000000.0,97.69,3.18,209,97.62,97.55,107382.0,2028-01-30,AYALON HOLD B4,97.57,1195551,Bonds,AYAL.B4,27.0,110.57,113266.0,True,,
IL0011955692,2024-02-05,r1,150000000.0,94.4,3.2,209,94.37,94.3,141555.0,2029-07-31,AYALON HOLD B5,94.35,1195569,Bonds,AYAL.B5,44.0,185.33,196365.0,True,,
IL0007150118,2024-02-05,r1,210981898.0,1558.0,,715,1540.0,1520.0,3249121.0,,AZORIM,1540.0,715011,Shares,AZRM,362.0,1407.1,91225.0,True,,
IL0071503606,2024-02-05,r1,114086940.0,98.72,3.15,715,98.66,98.63,112558.0,2025-06-30,AZORIM      B12,98.63,7150360,Bonds,AZRM.B12,72.0,129.59,131346.0,True,,
IL0071504109,2024-02-05,r1,309503205.0,95.94,2.95,715,95.89,95.83,296783.0,2026-12-31,AZORIM     B13,95.89,7150410,Bonds,AZRM.B13,109.0,735.24,766787.0,True,,
IL0071504448,2024-02-05,r1,768804000.0,92.48,2.55,715,92.45,92.41,710759.0,2028-12-31,AZORIM    B14,92.48,7150444,Bonds,AZRM.B14,112.0,730.68,790384.0,True,,
IL0071504513,2024-02-05,r1,172834200.0,98.51,0.1,715,98.34,98.22,169965.0,2029-07-01,AZORIM B15,98.51,7150451,Bonds,AZRM.B15,58.0,49.05,49877.0,True,,
IL0011786725,2024-02-05,r1,2576712000.0,93.94,0.9,1420,93.66,93.22,2413348.0,2036-07-02,AZRIEIL   B7,93.8,1178672,Bonds,AZRL.B7,247.0,7252.37,7734377.0,True,,
IL0011386500,2024-02-05,r1,2871553338.0,109.35,1.34,1420,109.26,109.18,3137459.0,2030-07-05,AZRIELI      B4,109.25,1138650,Bonds,AZRL.B4,226.0,7109.03,6507880.0,True,,
IL0011566119,2024-02-05,r1,3294490000.0,109.75,2.48,1420,109.31,109.11,3601207.0,2032-12-31,AZRIELI      B6,109.51,1156611,Bonds,AZRL.B6,282.0,6669.54,6090736.0,True,,
IL0011566036,2024-02-05,r1,2756882350.0,110.16,1.77,1420,110.03,109.9,3033398.0,2028-06-30,AZRIELI     B5,109.98,1156603,Bonds,AZRL.B5,279.0,9004.4,8183163.0,True,,
IL0011786808,2024-02-05,r1,4362960000.0,92.28,1.69,1420,91.77,91.63,4003888.0,2041-01-02,AZRIELI    B8,91.96,1178680,Bonds,AZRL.B8,218.0,11305.46,12309223.0,True,,
IL0011194789,2024-02-05,r1,121272760.0,24430.0,,1420,24000.0,23860.0,29105462.0,,AZRIELI GROUP,23930.0,1119478,Shares,AZRG,1028.0,12555.81,52129.0,True,,
IL0011344368,2024-02-05,r1,1091777300.0,110.36,0.65,1420,110.31,110.24,1204340.0,2025-04-01,AZRIELI GRP  B2,110.31,1134436,Bonds,AZRG.B2,113.0,648.0,587481.0,True,,
IL0011781510,2024-02-05,r1,2009766642.0,96.99,3.65,1422,96.66,96.55,1942640.0,2026-11-30,B COMMUNC B6,96.55,1178151,Bonds,BCOM.B6,204.0,3553.55,3676438.0,True,,
IL0011076630,2024-02-05,r1,105662263.0,1422.0,,1422,1420.0,1381.0,1500404.0,,B COMMUNICATION,1389.0,1107663,Shares,BCOM,234.0,693.35,49262.0,True,,
IL0011836561,2024-02-05,r1,69933581.0,1205.0,,1802,1184.0,1155.0,828014.0,,BAIT BAKFAR,1155.0,1183656,Shares,BKFR,52.0,59.41,5028.0,True,,
IL0011836645,2024-02-05,r1,10416675.0,30.0,,1802,20.1,30.0,2094.0,,BAIT BAKFAR O 1,19.2,1183664, Warrant,BKFR.O1,1.0,0.27,895.0,True,,
IL0011853624,2024-02-05,r1,55026000.0,777.0,,2371,763.8,746.8,420289.0,,BAIT VEGAG GL,762.3,1185362,Shares,BVGG,36.0,25.28,3310.0,True,,
IL0002860133,2024-02-05,r1,19977748.0,907.0,,286,893.8,885.6,178561.0,,BARAN,885.6,286013,Shares,BRAN,23.0,35.73,3998.0,True,,
IL0011782765,2024-02-05,r1,54018100.0,155.1,,1940,152.4,152.1,82324.0,,BAREKET,155.7,1178276,Shares,BRKT,3.0,3.67,2409.0,True,,
IL0010849045,2024-02-05,r1,436039124.0,102.1,,2135,100.0,97.5,436039.0,,BATM,97.5,1158823,Shares,BVC,35.0,29.0,28998.0,True,,
IL0025902482,2024-02-05,r1,3136045108.0,131.8,,259,129.5,125.3,4061178.0,,BAZAN,127.2,2590248,Shares,ORL,1398.0,24438.25,18793317.0,True,,
IL0025903886,2024-02-05,r1,263126723.0,100.99,5.9,259,100.91,100.89,265521.0,2024-06-30,BAZAN        B5,100.89,2590388,Bonds,ORL.B5,29.0,227.91,225844.0,True,,
IL0025904611,2024-02-05,r1,490509600.0,101.25,4.7,259,101.02,100.4,495513.0,2025-09-30,BAZAN        B9,100.4,2590461,Bonds,BAZAN.B9,34.0,195.62,193653.0,True,,
IL0025905113,2024-02-05,r1,725716642.0,94.97,2.7,259,94.58,94.46,686383.0,2031-09-25,BAZAN       B10,94.78,2590511,Bonds,BAZN.B10,156.0,1156.01,1219247.0,True,,
IL0025905782,2024-02-05,r1,1034923788.0,100.6,5.0,259,100.53,100.45,1040409.0,2029-09-25,BAZAN       B12,100.56,2590578,Bonds,BZN.B12,151.0,1428.69,1421117.0,True,,
IL0011953465,2024-02-05,r1,525000000.0,102.45,5.75,259,101.82,101.61,534555.0,2032-09-26,BAZAN      B13,102.45,1195346,Bonds,BZN.B13,163.0,1018.67,1000339.0,True,,
IL0010823461,2024-02-05,r1,18477013.0,77.0,,2093,75.4,72.9,13932.0,,BEEIO HONEY,74.6,1082346,Shares,BHNY,36.0,65.42,87988.0,True,,
IL0010815616,2024-02-05,r1,8906393.0,12480.0,,1054,12230.0,12060.0,1089252.0,,BET SHEMESH,12150.0,1081561,Shares,BSEN,222.0,933.72,7649.0,True,,
IL0011755613,2024-02-05,r1,111722296.0,0.0,,1859,17.4,0.0,19440.0,,BEYON 3D,17.4,1175561,Shares,BYON,0.0,0.0,0.0,True,,
IL0011755878,2024-02-05,r1,10000000.0,0.0,,1859,52.1,0.0,5210.0,,BEYON 3D W2,52.1,1175587, Warrant,BYON.W2,0.0,0.0,0.0,True,,
IL0002300114,2024-02-05,r1,2766843548.0,492.0,,230,491.0,483.3,13585202.0,,BEZEQ,484.0,230011,Shares,BEZQ,1915.0,17361.43,3547139.0,True,,
IL0023001766,2024-02-05,r1,1064980902.0,99.77,3.65,230,99.68,99.5,1061573.0,2025-12-01,BEZEQ        B9,99.58,2300176,Bonds,BEZQ.B9,159.0,1351.02,1355954.0,True,,
IL0023001840,2024-02-05,r1,529010284.0,112.78,2.2,230,112.74,112.66,596406.0,2025-12-01,BEZEQ       B10,112.72,2300184,Bonds,BEZQ.B10,97.0,620.34,550306.0,True,,
IL0023002343,2024-02-05,r1,1402643000.0,95.45,3.2,230,95.18,95.06,1335036.0,2030-06-02,BEZEQ       B11,95.45,2300234,Bonds,BEZQ.B11,180.0,3100.29,3256914.0,True,,
IL0023002426,2024-02-05,r1,1269240000.0,108.0,1.7,230,107.94,107.73,1370018.0,2030-06-02,BEZEQ       B12,107.83,2300242,Bonds,BEZQ.B12,159.0,1708.99,1584294.0,True,,
IL0023003093,2024-02-05,r1,862163000.0,81.91,2.79,230,81.73,81.5,704646.0,2035-12-02,BEZEQ B13,81.73,2300309,Bonds,BEZQ.B13,132.0,2078.5,2543873.0,True,,
IL0023003176,2024-02-05,r1,478363000.0,89.11,0.58,230,89.11,88.99,426269.0,2035-06-01,BEZEQ B14,88.99,2300317,Bonds,BEZQ.B14,54.0,75.63,84875.0,True,,
IL0010972607,2024-02-05,r1,24429910.0,37610.0,,1327,36880.0,36100.0,9009751.0,,BIG,36100.0,1097260,Shares,BIG,948.0,9193.38,24833.0,True,,
IL0011360844,2024-02-05,r1,470914521.0,112.52,2.5,1327,112.23,111.94,528507.0,2025-05-11,BIG          B7,112.2,1136084,Bonds,BIG.B7,90.0,398.99,355455.0,True,,
IL0011511172,2024-02-05,r1,500461875.0,109.88,1.82,1327,109.77,109.54,549357.0,2027-10-20,BIG         B11,109.84,1151117,Bonds,BIG.B11,98.0,507.69,462576.0,True,,
IL0011562316,2024-02-05,r1,666429640.0,115.26,3.35,1327,115.18,114.86,767594.0,2028-02-25,BIG         B12,115.09,1156231,Bonds,BIG.B12,96.0,563.21,489439.0,True,,
IL0011615122,2024-02-05,r1,315000000.0,107.1,0.2,1327,106.88,106.77,336672.0,2025-11-30,BIG         B14,106.77,1161512,Bonds,BIG.B14,85.0,276.45,258556.0,True,,
IL0011622219,2024-02-05,r1,688571520.0,100.27,1.17,1327,100.05,99.76,688916.0,2030-01-31,BIG         B15,100.15,1162221,Bonds,BIG.B15,102.0,900.72,900286.0,True,,
IL0011684425,2024-02-05,r1,172480000.0,104.35,0.69,1327,104.3,104.29,179897.0,2028-08-28,BIG         B16,104.3,1168442,Bonds,BIG.B16,65.0,124.89,119735.0,True,,
IL0011684599,2024-02-05,r1,193600000.0,104.4,0.69,1327,104.36,104.22,202041.0,2028-08-28,BIG         B17,104.37,1168459,Bonds,BIG.B17,57.0,23.83,22833.0,True,,
IL0011410508,2024-02-05,r1,505056370.0,112.3,1.95,1327,112.16,111.85,566471.0,2026-12-20,BIG       B9,112.06,1141050,Bonds,BIG.B9,113.0,948.39,845816.0,True,,
IL0011595167,2024-02-05,r1,393600000.0,103.39,0.78,1327,103.38,103.37,406904.0,2029-03-25,BIG      B13,103.39,1159516,Bonds,BIG.B13,63.0,109.0,105440.0,True,,
IL0011810079,2024-02-05,r1,188600000.0,87.52,2.09,1327,87.51,87.46,165044.0,2029-10-30,BIG B 19,87.46,1181007,Bonds,BIG.B19,69.0,240.25,274602.0,True,,
IL0011742264,2024-02-05,r1,1187500000.0,102.59,1.33,1327,102.39,102.14,1215881.0,2031-03-30,BIG B18,102.28,1174226,Bonds,BIG.B18,189.0,4251.1,4157555.0,True,,
IL0011861882,2024-02-05,r1,559144900.0,99.17,1.87,1327,99.15,98.68,554392.0,2033-05-01,BIG B20,99.07,1186188,Bonds,BIG.B20,74.0,431.03,434996.0,True,,
IL0012022179,2024-02-05,r1,536000000.0,99.4,2.6,1327,99.39,99.38,532730.0,2030-07-03,BIG B21,99.38,1202217,Bonds,BIG.B21,18.0,59.89,60265.0,True,,
IL0011389249,2024-02-05,r1,533182893.0,111.42,1.34,1327,111.4,111.34,593966.0,2026-04-12,BIG B8,111.42,1138924,Bonds,BIG.B8,94.0,855.96,768549.0,True,,
IL0011722951,2024-02-05,r1,10611598.0,172.0,,1832,170.6,170.0,18103.0,,BIG-TECH 50 PU,170.7,1172295,Participation Unit,BIGT,4.0,8.33,4885.0,True,,
IL0011726184,2024-02-05,r1,149743230.0,226.3,,1790,223.8,222.0,335125.0,,BIKUREY HASHDE,222.5,1172618,Shares,BKRY,44.0,69.64,31065.0,True,,
IL0010960495,2024-02-05,r1,134465030.0,30.4,,1305,29.0,29.0,38995.0,,BIO VIEW,30.4,1096049,Shares,BIOV,16.0,6.71,23133.0,True,,
IL0010952237,2024-02-05,r1,4657836.0,530.0,,1293,515.9,512.1,24030.0,,BIOLIGHT,539.1,1095223,Shares,BOLT,4.0,11.38,2205.0,True,,
IL0011015182,2024-02-05,r1,1086589165.0,30.2,,1394,27.6,26.8,299899.0,,BIOLINE RX,29.0,1101518,Shares,BLRX,158.0,347.37,1225063.0,True,,
IL0011739054,2024-02-05,r1,256879337.0,52.9,,1855,50.9,50.1,130752.0,,BIOMEAT FOOD PU,52.9,1173905,Participation Unit,BIMT,43.0,46.86,92378.0,True,,
IL0011875908,2024-02-05,r1,5054247.0,0.0,,1855,21.1,0.0,1066.0,,BIOMEAT FOOD.W1,21.1,1187590, Warrant,BIMT.W1,0.0,0.0,0.0,True,,
IL0012013756,2024-02-05,r1,2063700.0,0.0,,1855,16.9,0.0,349.0,,BIOMEAT.W2,16.9,1201375, Warrant,BIMT.W2,0.0,0.0,0.0,True,,
IL0005300145,2024-02-05,r1,10999781.0,1076.0,,530,1076.0,1076.0,118358.0,,BIRMAN,1076.0,530014,Shares,BIRM,2.0,0.1,9.0,True,,
IL0011705139,2024-02-05,r1,9404218.0,157.5,,1827,150.8,150.0,14182.0,,BLADE RANGER,151.8,1170513,Shares,BLRN,4.0,7.81,5178.0,True,,
IL0011720971,2024-02-05,r1,10435070.0,620.0,,1846,610.8,560.1,63737.0,,BLENDER,620.0,1172097,Shares,BLND,8.0,7.73,1265.0,True,,
IL0004240102,2024-02-05,r1,1963113.0,509.8,,424,496.8,496.7,9753.0,,BLITZ,509.8,424010,Shares,BLTZ,4.0,3.11,626.0,True,,
IL0010985658,2024-02-05,r1,12199163.0,23520.0,,1349,23400.0,22930.0,2854604.0,,BLUE SQ REAL ES,23000.0,1098565,Shares,BLSR,265.0,2350.59,10056.0,True,,
IL0011406159,2024-02-05,r1,387699487.0,112.19,1.6,1349,112.11,112.01,434650.0,2026-11-30,BLUE SQ REES B7,112.01,1140615,Bonds,BLSR.B7,81.0,383.75,342399.0,True,,
IL0011575698,2024-02-05,r1,1180653564.0,109.45,1.42,1349,109.37,109.34,1291281.0,2028-10-31,BLUE SQ REES B8,109.34,1157569,Bonds,BLSR.B8,149.0,2729.88,2496029.0,True,,
IL0011745564,2024-02-05,r1,459762075.0,95.11,1.15,1349,95.01,94.39,436820.0,2035-07-01,BLUE SQ REES B9,94.6,1174556,Bonds,BLSR.B9,81.0,1620.08,1710647.0,True,,
IL0011406076,2024-02-05,r1,1961299200.0,112.84,2.15,1349,112.8,112.59,2212345.0,2026-11-30,BLUE SQREES B6,112.74,1140607,Bonds,BLSR.B6,166.0,1358.87,1205401.0,True,,
IL0053102559,2024-02-05,r1,77400000.0,0.0,4.2,531,99.82,0.0,77261.0,2024-12-31,BONEI TICHO B18,99.82,5310255,Bonds,BONI.B18,0.0,0.0,0.0,True,,
IL0053102716,2024-02-05,r1,84000000.0,97.04,3.05,531,97.03,97.03,81505.0,2025-06-30,BONEI TICHO B19,97.03,5310271,Bonds,BONI.B19,4.0,33.45,34473.0,True,,
IL0053103052,2024-02-05,r1,100000000.0,95.0,3.9,531,93.48,93.45,93480.0,2026-06-30,BONEI TICHO B20,93.38,5310305,Bonds,BONI.B20,11.0,177.65,189767.0,True,,
IL0011988297,2024-02-05,r1,85000000.0,103.6,7.75,531,103.45,103.16,87933.0,2028-06-30,BONEI TICHO B21,104.19,1198829,Bonds,BONI.B21,5.0,44.48,43001.0,True,,
IL0005310128,2024-02-05,r1,15696402.0,2941.0,,531,2895.0,2878.0,454411.0,,BONEI TICHON,2900.0,531012,Shares,BOTI,80.0,109.61,3787.0,True,,
IL0004850116,2024-02-05,r1,1167925311.0,20.0,,485,19.9,19.8,232417.0,,BONUS BIOGROUP,20.0,485011,Shares,BONS,240.0,656.39,3284823.0,True,,
NL0009690619,2024-02-05,r1,7730875.0,0.0,,1560,19840.0,0.0,1533806.0,,BRACK CAP NV-M,19840.0,1121607,Shares,BCNV-M,0.0,0.0,0.0,True,,
IL0011283475,2024-02-05,r1,16984474.0,0.0,4.04,1560,114.67,0.0,19476.0,2024-12-31,BRACK CAPIT  B2,114.67,1128347,Bonds,BCNV.B2,0.0,0.0,0.0,True,,
IL0011330409,2024-02-05,r1,347730646.0,110.18,4.05,1560,110.12,109.84,382921.0,2026-07-20,BRACK CAPIT  B3,109.84,1133040,Bonds,BCNV.B3,47.0,223.44,202936.0,True,,
IL0011007189,2024-02-05,r1,33242189.0,1087.0,,1386,1057.0,1042.0,351370.0,,BRAINSWAY,1075.0,1100718,Shares,BWAY,460.0,987.54,92812.0,True,,
IL0010945157,2024-02-05,r1,20381023.0,150.0,,1274,149.6,144.3,30490.0,,BRAM INDUS,146.4,1094515,Shares,BRAM,8.0,210.86,140948.0,True,,
IL0028602378,2024-02-05,r1,39577992.0,101.0,3.0,286,101.0,101.0,39974.0,2026-08-02,BRAN         C3,100.5,2860237,Convertible Bonds,BRAN.C3,3.0,109.21,108130.0,True,,
IL0005360115,2024-02-05,r1,52171244.0,271.0,,536,261.8,256.5,136584.0,,BRAND,257.0,536011,Shares,BRND,27.0,24.53,9370.0,True,,
IL0011928632,2024-02-05,r1,50000000.0,101.26,6.9,536,101.26,101.25,50630.0,2029-07-01,BRAND B1,101.48,1192863,Bonds,BRND.B1,2.0,13.16,13000.0,True,,
IL0011928558,2024-02-05,r1,3000000.0,0.0,,536,26.6,0.0,798.0,,BRAND W2,26.6,1192855, Warrant,BRND.W2,0.0,0.0,0.0,True,,
IL0003990145,2024-02-05,r1,6032544.0,900.0,,399,865.5,840.5,52212.0,,BRILL,841.3,399014,Shares,BRIL,61.0,174.52,20260.0,True,,
IL0010942832,2024-02-05,r1,9786038.0,1210.0,,1269,1196.0,1191.0,117041.0,,BRIMAG,1196.0,1094283,Shares,BRMG,11.0,2.4,201.0,True,,
IL0011051393,2024-02-05,r1,83210529.0,27.2,,1465,27.1,26.9,22550.0,,BUBBLES,28.1,1105139,Shares,BBLS,3.0,4.87,17951.0,True,,
IL0011790438,2024-02-05,r1,2515223.0,0.0,,1933,1384.0,0.0,34811.0,,BUFF TECH',1384.0,1179043,Shares,BUFT,0.0,0.0,0.0,True,,
IL0011805954,2024-02-05,r1,55597439.0,719.5,,1980,709.8,705.1,394631.0,,BULIGO,719.5,1180595,Shares,BLGO,11.0,3.05,430.0,True,,
IL0011870610,2024-02-05,r1,41683281.0,0.0,9.044,1925,44.7,0.0,18632.0,2026-06-30,BULL TRAD B2,44.7,1187061,Bonds,BULL.B2,0.0,0.0,0.0,True,,
IL0011838625,2024-02-05,r1,79455874.0,44.5,5.25931,1925,44.5,44.5,35358.0,2024-12-31,BULL TRAD. B1,45.2,1183862,Bonds,BULL.B1,1.0,9.75,21914.0,True,,
IL0011766354,2024-02-05,r1,13834000.0,13.7,,1925,13.6,13.4,1881.0,,BULL TRADING,13.5,1176635,Shares,BULL,6.0,3.12,22947.0,True,,
IL0004420126,2024-02-05,r1,10597864.0,1462.0,,442,1454.0,1434.0,154093.0,,C I SYSTEMS,1466.0,442012,Shares,CISY,16.0,47.26,3258.0,True,,
IL0010952641,2024-02-05,r1,44263483.0,30460.0,,2174,29790.0,29530.0,13186092.0,,CAMTEK,29630.0,1095264,Shares,CAMT,1154.0,13367.93,44678.0,True,,
IL0010944739,2024-02-05,r1,1359837393.0,2.7,,1272,2.6,2.5,35356.0,,CAN FITE BIO,2.6,1094473,Shares,CANF,18.0,66.11,2547690.0,True,,
IL0001060131,2024-02-05,r1,41585139.0,449.9,,106,396.5,360.0,164885.0,,CANADA GLOBAL,367.8,106013,Shares,CNGL,49.0,113.05,29381.0,True,,
IL0011769085,2024-02-05,r1,2747851.0,465.9,,1911,467.6,465.9,12849.0,,CANNABOTECH,468.3,1176908,Shares,CNTC,2.0,0.61,130.0,True,,
IL0011769242,2024-02-05,r1,152767.0,104.9,,1911,104.9,104.9,160.0,,CANNABOTECH W2,104.9,1176924, Warrant,CNTC.W2,1.0,0.01,10.0,True,,
IL0001110134,2024-02-05,r1,8282080.0,0.0,,111,65.0,0.0,5383.0,,CANNASSURE-M,65.0,111013,Shares,CSURE-M,0.0,0.0,0.0,True,,
IL0010960073,2024-02-05,r1,4113306.0,198.9,,1304,186.9,186.1,7688.0,,CANZON,192.8,1096007,Shares,CNZN,3.0,3.72,1993.0,True,,
IL0010971468,2024-02-05,r1,133581068.0,0.0,,1325,56.9,0.0,76008.0,,CAPITAL POINT,56.9,1097146,Shares,CPTP,0.0,0.0,0.0,True,,
IL0011364648,2024-02-05,r1,269987691.0,98.64,2.75,1585,98.62,98.58,266262.0,2026-09-01,CARASSO MOT B1,98.6,1136464,Bonds,CRSM.B1,85.0,304.8,309121.0,True,,
IL0011395915,2024-02-05,r1,46974858.0,99.95,2.4,1585,99.9,99.84,46928.0,2024-06-02,CARASSO MOT B2,99.95,1139591,Bonds,CRSM.B2,7.0,58.94,58998.0,True,,
IL0011418295,2024-02-05,r1,839611890.0,95.73,2.3,1585,95.67,95.52,803257.0,2027-09-01,CARASSO MOT B3,95.66,1141829,Bonds,CRSM.B3,147.0,1036.58,1083583.0,True,,
IL0011735664,2024-02-05,r1,1030499051.0,94.1,2.15,1585,94.02,93.93,968875.0,2028-10-01,CARASSO MOT B4,94.04,1173566,Bonds,CRSM.B4,141.0,1472.27,1565858.0,True,,
IL0012027798,2024-02-05,r1,256089000.0,100.04,5.05,1585,100.04,99.8,256191.0,2031-06-27,CARASSO MOT B5,100.04,1202779,Bonds,CRSM.B5,13.0,692.31,692695.0,True,,
IL0011238503,2024-02-05,r1,91508405.0,1596.0,,1585,1577.0,1556.0,1443088.0,,CARASSO MOTORS,1596.0,1123850,Shares,CRSM,216.0,627.29,39803.0,True,,
IL0011900086,2024-02-05,r1,696630000.0,99.82,5.34,2384,99.71,99.57,694610.0,2029-11-30,CARASSO RE B1,99.65,1190008,Bonds,CRSR.B1,132.0,1287.08,1291931.0,True,,
IL0011879629,2024-02-05,r1,54158516.0,2468.0,,2384,2428.0,2400.0,1314969.0,,CARASSO REAL ES,2437.0,1187962,Shares,CRSR,345.0,1118.11,46001.0,True,,
IL0011476855,2024-02-05,r1,17687071.0,2096.0,,1748,2092.0,2062.0,370014.0,,CARMEL CORP,2062.0,1147685,Shares,CRML,52.0,96.37,4628.0,True,,
IL0004400169,2024-02-05,r1,5586610.0,1060.0,,440,1055.0,1050.0,58939.0,,CARMIT,1059.0,440016,Shares,CRMT,4.0,5.28,500.0,True,,
IL0002800162,2024-02-05,r1,8247630.0,5600.0,,280,4762.0,4537.0,392752.0,,CASTRO,4693.0,280016,Shares,CAST,29.0,36.9,775.0,True,,
IL0011328288,2024-02-05,r1,151939790.0,111.35,1.98,2066,111.35,111.25,169185.0,2024-07-05,CELCOM       B8,111.25,1132828,Bonds,CEL.B8,14.0,92.01,82638.0,True,,
IL0011328361,2024-02-05,r1,225122778.0,99.82,4.14,2066,99.8,99.75,224673.0,2025-07-06,CELCOM       B9,99.77,1132836,Bonds,CEL.B9,73.0,105.22,105447.0,True,,
IL0011392458,2024-02-05,r1,56796850.0,114.01,2.45,2066,114.01,114.0,64754.0,2026-07-05,CELCOM      B10,114.0,1139245,Bonds,CEL.B10,2.0,56.11,49217.0,True,,
IL0011392524,2024-02-05,r1,390848700.0,98.4,3.55,2066,98.22,98.2,383892.0,2026-07-05,CELCOM      B11,98.34,1139252,Bonds,CEL.B11,117.0,601.28,611875.0,True,,
IL0011430803,2024-02-05,r1,930985028.0,94.93,2.5,2066,94.65,94.57,881177.0,2028-01-05,CELCOM      B12,94.93,1143080,Bonds,CEL.B12,188.0,2265.81,2391312.0,True,,
IL0011891905,2024-02-05,r1,394915000.0,99.36,4.73,2066,99.24,99.09,391914.0,2030-01-06,CELCOM   B13,99.33,1189190,Bonds,CEL.B13,102.0,667.64,672329.0,True,,
IL0011015349,2024-02-05,r1,165347163.0,1499.0,,2066,1480.0,1450.0,2447138.0,,CELLCOM,1450.0,1101534,Shares,CEL,547.0,5564.09,375296.0,True,,
IL0011559510,2024-02-05,r1,1143666777.0,89.19,4.3,1742,88.53,88.3,1012488.0,2028-07-10,CHAMOSS      B1,88.3,1155951,Bonds,CHMS.B1,20.0,50.22,56729.0,True,,
US17259U2042,2024-02-05,r1,52856172.0,0.0,,2409,3539.0,0.0,1870580.0,,CION,3539.0,1194000,Shares,CION,0.0,0.0,0.0,True,,
IL0011940181,2024-02-05,r1,421006388.0,107.0,9.10696,2409,104.22,104.0,438773.0,2026-08-31,CION B1,107.0,1194018,Bonds,CION.B1,7.0,333.65,320000.0,True,,
IL0011819328,2024-02-05,r1,137928426.0,56.0,,1964,54.7,54.0,75447.0,,CIPIA VISION,54.0,1181932,Shares,CPIA,46.0,54.58,99616.0,True,,
IL0011820052,2024-02-05,r1,14995348.0,0.0,,1964,12.9,0.0,1934.0,,CIPIA W1,12.9,1182005, Warrant,CPIA.W1,0.0,0.0,0.0,True,,
IL0007160356,2024-02-05,r1,10606.0,0.0,,716,101300.0,0.0,10744.0,,CITRUS PLANT 5,101300.0,716035,Shares,CTPL5,0.0,0.0,0.0,True,,
IL0007160190,2024-02-05,r1,196439.0,0.0,,716,35260.0,0.0,69264.0,,CITRUS PLANT1,35260.0,716019,Shares,CTPL1,0.0,0.0,0.0,True,,
IL0011981755,2024-02-05,r1,90000000.0,107.0,8.9,2417,107.0,106.9,96300.0,2026-12-31,CITY PEPPLE B1,107.3,1198175,Bonds,CPPL.B1,24.0,1527.5,1427588.0,True,,
IL0011403008,2024-02-05,r1,8480480.0,1247.0,,2312,1219.0,1216.0,103377.0,,C-LAB,1234.0,1140300,Shares,CLAB,9.0,5.96,489.0,True,,
IL0011360505,2024-02-05,r1,423486211.0,112.45,2.48,1324,112.22,112.15,475236.0,2028-07-31,CLAL  FIN  B9,112.15,1136050,Bonds,CLBF.B9,104.0,1892.74,1686133.0,True,,
IL0011042806,2024-02-05,r1,156846200.0,38.3,,1447,37.2,37.0,58347.0,,CLAL BIOTECH,37.0,1104280,Shares,CBI,34.0,43.22,116035.0,True,,
IL0011360687,2024-02-05,r1,456007841.0,99.8,3.92,1324,99.68,99.49,454549.0,2027-08-01,CLAL FIN  B10,99.49,1136068,Bonds,CLBF.B10,34.0,206.42,207201.0,True,,
IL0011606477,2024-02-05,r1,1636172256.0,88.65,2.64,1324,88.42,88.31,1446704.0,2033-03-31,CLAL FIN B11,88.62,1160647,Bonds,CLBF.B11,204.0,4401.16,4968830.0,True,,
