ISIN,TimePeriod,ruleid,CapitalListed,High,Interest,IssuerID,LastRate,Low,MarketCap,MaturityDate,Name,OpeningPrice,SecurityID,SecurityType,Symbol,Transactions,Turnover,Volume,bool_var,errorcode,errorlevel
IL0010820079,2024-02-04,r2,37316947.0,570.9,,1071,557.8,553.7,208154.0,,SHOHAM BUSINESS,562.0,1082007,Shares,SHOM,106.0,149.4,26639.0,True,,
IL0007770378,2024-02-04,r2,265665597.0,1950.0,,777,1945.0,1922.0,5167196.0,,SHUFERSAL,1950.0,777037,Shares,SAE,269.0,4945.56,254728.0,True,,
IL0077701915,2024-02-04,r2,177147000.0,116.25,2.99,777,116.16,115.94,205774.0,2029-10-08,SHUFERSAL    B4,116.14,7770191,Bonds,SAE.B4,60.0,236.11,203267.0,True,,
IL0077702095,2024-02-04,r2,619458718.0,103.72,5.09,777,103.7,103.45,642379.0,2029-10-08,SHUFERSAL    B5,103.71,7770209,Bonds,SAE.B5,141.0,9142.4,8817098.0,True,,
IL0077702178,2024-02-04,r2,509908049.0,120.02,4.3,777,120.02,119.62,611992.0,2028-10-08,SHUFERSAL    B6,119.62,7770217,Bonds,SAE.B6,83.0,953.62,795234.0,True,,
IL0077702582,2024-02-04,r2,786544800.0,98.18,3.52,777,98.13,97.96,771836.0,2030-08-20,SHUFERSAL    B7,98.17,7770258,Bonds,SAE.B7,97.0,442.41,451016.0,True,,
IL0010970544,2024-02-04,r2,1765041.0,625.0,,1320,614.5,581.9,10846.0,,SILVER CASTLE,623.3,1097054,Shares,SLCL,8.0,10.0,1627.0,True,,
IL0011605974,2024-02-04,r2,945502324.0,93.35,3.49,1737,93.33,93.18,882437.0,2027-12-31,SILVER PROP B2,93.33,1160597,Bonds,SILV.B2,94.0,756.12,810462.0,True,,
IL0011455982,2024-02-04,r2,204632250.0,98.49,3.38,1737,98.48,98.41,201522.0,2024-12-31,SILVR PROP B1,98.41,1145598,Bonds,SILV.B1,18.0,208.17,211383.0,True,,
CA83084Y1007,2024-02-04,r2,16700480.0,2442.0,,1613,2406.0,2372.0,401814.0,,SKYLINE,2440.0,1131556,Shares,SKLN,24.0,52.55,2184.0,True,,
IL0011420333,2024-02-04,r2,133646821.0,102.8,5.73611,1613,102.8,102.8,137389.0,2024-07-15,SKYLINE      B2,102.96,1142033,Bonds,SKLN.B2,1.0,3.9,3794.0,True,,
IL0011694812,2024-02-04,r2,19390989.0,0.0,,1817,55.8,0.0,10820.0,,SMART AGRO PU,55.8,1169481,Participation Unit,SMAG,0.0,0.0,0.0,True,,
IL0011754392,2024-02-04,r2,34160526.0,1740.0,,1886,1718.0,1700.0,586878.0,,SOFWAVE,1720.0,1175439,Shares,SOFW,21.0,85.48,4948.0,True,,
IL0011722878,2024-02-04,r2,16412102.0,3320.0,,1848,3302.0,3249.0,541928.0,,SOLAER,3320.0,1172287,Shares,SOLR,49.0,62.64,1904.0,True,,
IL0011837304,2024-02-04,r2,270450000.0,100.5,2.3,1848,100.2,100.2,270991.0,2027-12-31,SOLAER B1,100.71,1183730,Bonds,SOLR.B1,3.0,14.54,14512.0,True,,
IL0011022352,2024-02-04,r2,58436011.0,801.0,,1405,796.9,792.1,465677.0,,SOLEGREEN,799.0,1102235,Shares,SLGN,55.0,190.91,23871.0,True,,
IL0011862468,2024-02-04,r2,172881950.0,102.5,2.95,1405,101.97,101.56,176288.0,2027-12-31,SOLEGREEN B2,101.99,1186246,Bonds,SLGN.B2,6.0,27.38,26850.0,True,,
IL0011950727,2024-02-04,r2,8702772.0,17.1,,1405,16.0,10.1,1392.0,,SOLEGREEN W7,17.1,1195072, Warrant,SLGN.W7,9.0,7.54,44893.0,True,,
IL0011705394,2024-02-04,r2,16466415.0,145.0,,2304,142.1,132.8,23399.0,,SONOVIA,132.8,1170539,Shares,SONO,16.0,37.87,26689.0,True,,
IL0010923451,2024-02-04,r2,35892110.0,62.7,,1132,61.3,61.0,22002.0,,SPACE COM,62.0,1092345,Shares,SCC,29.0,63.99,103951.0,True,,
IL0011399222,2024-02-04,r2,825911208.0,79.36,6.45,1132,79.19,79.04,654039.0,2024-06-30,SPACE COM   B16,79.05,1139922,Bonds,SCC.B16,24.0,179.8,227135.0,True,,
IL0011585184,2024-02-04,r2,150500000.0,94.8,5.3,1132,94.61,93.84,142388.0,2026-12-31,SPACE COM   B18,94.61,1158518,Bonds,SCC.B18,11.0,127.03,134453.0,True,,
IL0011408882,2024-02-04,r2,194016742.0,64.1,6.0,1132,63.9,63.0,123977.0,2024-03-31,SPACE COM   C17,64.5,1140888,Convertible Bonds,SCC.C17,15.0,200.4,313926.0,True,,
IL0011782849,2024-02-04,r2,15321400.0,423.1,,1878,422.5,400.0,64733.0,,SPEEDVALUE,422.0,1178284,Shares,SPDV,8.0,20.23,4789.0,True,,
IL0011474959,2024-02-04,r2,395636600.0,98.94,3.9,1628,98.84,98.69,391047.0,2024-12-01,SPENCER      B3,98.73,1147495,Bonds,SPNR.B3,28.0,212.62,215243.0,True,,
IL0011398984,2024-02-04,r2,360825105.0,98.45,5.15,1628,98.4,98.07,355052.0,2028-03-31,SPENCER B2,98.35,1139898,Bonds,SPNR.B2,83.0,665.29,676094.0,True,,
IL0011887887,2024-02-04,r2,359480000.0,103.18,7.24,1628,103.18,103.0,370911.0,2029-08-31,SPENCER B4,103.16,1188788,Bonds,SPNR.B4,100.0,1509.61,1464119.0,True,,
IL0010973449,2024-02-04,r2,8419877.0,920.1,,1329,902.3,878.6,75973.0,,SPRING,934.7,1097344,Shares,SPRG,9.0,14.73,1632.0,True,,
IL0010901176,2024-02-04,r2,66406996.0,426.2,,1182,416.7,408.5,276718.0,,SPUNTECH,408.5,1090117,Shares,SPNTC,17.0,12.86,3087.0,True,,
XS1551294256,2024-02-04,r2,1750000000.0,0.0,1.5,976,379.63,0.0,6643525.0,2027-01-18,STATE ISR 01/27,379.63,1181239, Government Bonds,ILG0127,0.0,0.0,0.0,True,,
XS1936100483,2024-02-04,r2,1650000000.0,0.0,1.5,976,384.86,0.0,6350190.0,2029-01-16,STATE ISR 01/29,384.86,1181221, Government Bonds,ILG0129,0.0,0.0,0.0,True,,
US46513JB346,2024-02-04,r2,2000000000.0,0.0,2.75,976,313.1,0.0,6262000.0,2030-07-03,STATE ISR 07/30,313.1,1181197, Government Bonds,ILG0730,0.0,0.0,0.0,True,,
US46513CXR23,2024-02-04,r2,1000000000.0,0.0,2.875,976,319.63,0.0,3196300.0,2026-03-16,STATE ISR 3/26,319.63,1181205, Government Bonds,ILG0326,0.0,0.0,0.0,True,,
IL0005500124,2024-02-04,r2,4649894.0,4380.0,,550,4372.0,4370.0,203293.0,,STG,4380.0,550012,Shares,STG,4.0,1.97,45.0,True,,
IL0011226540,2024-02-04,r2,19121296.0,68.5,,1562,65.4,65.0,12505.0,,STORAGE DROP,65.7,1122654,Shares,STRG,15.0,10.17,15559.0,True,,
IL0011988032,2024-02-04,r2,3301549.0,25.0,,1562,20.9,25.0,690.0,,STORAGE W 8,19.2,1198803, Warrant,STRG.W8,1.0,1.0,4000.0,True,,
IL0074603890,2024-02-04,r2,482489600.0,97.75,2.61,746,97.55,97.51,470669.0,2027-06-30,STRAUS GROUP B5,97.8,7460389,Bonds,STRS.B5,75.0,570.2,584289.0,True,,
IL0074604211,2024-02-04,r2,1075000000.0,82.87,1.9,746,82.72,82.45,889240.0,2037-06-30,STRAUS GROUP B6,82.87,7460421,Bonds,STRS.B6,111.0,930.54,1124916.0,True,,
IL0007460160,2024-02-04,r2,116559024.0,7148.0,,746,7118.0,7069.0,8296671.0,,STRAUSS GROUP,7148.0,746016,Shares,STRS,252.0,2096.02,29541.0,True,,
IL0011790198,2024-02-04,r2,220486809.0,98.75,5.7,1654,98.61,98.33,217422.0,2026-07-31,STRAWBERRY B3,98.75,1179019,Bonds,STRB.B3,64.0,89.38,90574.0,True,,
IL0011970295,2024-02-04,r2,152923000.0,107.28,9.1,1654,107.1,106.97,163781.0,2026-09-30,STRAWBERRY B4,107.1,1197029,Bonds,STRB.B4,29.0,435.55,406760.0,True,,
IL0011815698,2024-02-04,r2,15312761.0,851.3,,1974,834.6,833.0,127800.0,,SUFRIN,851.3,1181569,Shares,SFRN,17.0,3.24,388.0,True,,
IL0011977480,2024-02-04,r2,53940000.0,0.0,5.5,1974,98.7,0.0,53239.0,2029-07-01,SUFRIN C1,98.7,1197748,Convertible Bonds,SFRN.C1,0.0,0.0,0.0,True,,
IL0010816861,2024-02-04,r2,73922823.0,5044.0,,1060,4901.0,4892.0,3622958.0,,SUMMIT,5000.0,1081686,Shares,SMT,289.0,12985.24,260242.0,True,,
IL0011334799,2024-02-04,r2,204903472.0,100.41,5.1,1060,100.34,100.31,205600.0,2025-07-31,SUMMIT       B7,100.35,1133479,Bonds,SMT.B7,67.0,132.85,132383.0,True,,
IL0011389405,2024-02-04,r2,82558174.0,0.0,2.75,1060,95.79,0.0,79082.0,2026-12-31,SUMMIT       B8,95.79,1138940,Bonds,SMT.B8,0.0,0.0,0.0,True,,
IL0011433955,2024-02-04,r2,266000000.0,93.98,3.69,1060,93.86,93.77,249668.0,2030-01-31,SUMMIT      B10,93.98,1143395,Bonds,SMT.B10,60.0,241.74,257650.0,True,,
IL0011839201,2024-02-04,r2,554170481.0,85.73,2.8,1060,85.41,85.3,473317.0,2031-10-01,SUMMIT B12,85.73,1183920,Bonds,SMT.B12,89.0,635.1,742347.0,True,,
IL0010987555,2024-02-04,r2,37242900.0,618.7,,1062,603.8,567.7,224873.0,,SUNFLOWER,567.7,1098755,Shares,SNFL,64.0,63.97,10618.0,True,,
IL0011941098,2024-02-04,r2,2145630.0,0.0,,1062,99.1,0.0,2126.0,,SUNFLOWER W4,99.1,1194109, Warrant,SNFL.W4,0.0,0.0,0.0,True,,
IL0010823537,2024-02-04,r2,217233141.0,100.8,,2009,100.3,97.8,217885.0,,SUNY COMMUN,98.0,1082353,Shares,SNCM,49.0,212.25,212674.0,True,,
IL0011750903,2024-02-04,r2,2669951.0,884.0,,1889,881.2,884.0,23528.0,,SURE TECH PU,881.2,1175090,Participation Unit,STEC,1.0,0.01,1.0,True,,
IL0010849532,2024-02-04,r2,5659456.0,1800.0,,1115,1800.0,1800.0,101870.0,,SYNEL,1800.0,1084953,Shares,SNEL,5.0,7.88,438.0,True,,
IL0025801320,2024-02-04,r2,135274220.0,95.44,1.75,258,95.36,95.25,128997.0,2028-06-30,TADIRAN GROU B3,95.35,2580132,Bonds,TDRN.B3,64.0,135.49,142154.0,True,,
IL0002580129,2024-02-04,r2,8586001.0,24670.0,,258,23820.0,23820.0,2045185.0,,TADIRAN GROUP,24290.0,258012,Shares,TDRN,194.0,1089.03,4523.0,True,,
IL0011413577,2024-02-04,r2,88495576.0,1886.0,,1689,1830.0,1830.0,1619469.0,,TAMAR PET,1880.0,1141357,Shares,TMRP,597.0,6321.45,340395.0,True,,
IL0011435935,2024-02-04,r2,1237818988.0,99.14,4.69,1689,98.75,98.7,1222346.0,2028-08-30,TAMAR PETRO  B2,98.79,1143593,Bonds,TMRP.B2,31.0,504.58,510714.0,True,,
IL0011413320,2024-02-04,r2,1465134799.0,98.04,4.69,1689,97.41,97.32,1427188.0,2028-08-30,TAMAR PETRO B1,97.7,1141332,Bonds,TMRP.B1,35.0,545.45,559367.0,True,,
IL0006660166,2024-02-04,r2,296859091.0,45.0,,666,42.9,41.0,127353.0,,TARYA,43.8,666016,Shares,TRA,36.0,64.96,151329.0,True,,
IL0011590291,2024-02-04,r2,92444048.0,2320.0,,1778,2263.0,2250.0,2092009.0,,TASE,2315.0,1159029,Shares,TASE,330.0,2530.34,110877.0,True,,
IL0010827264,2024-02-04,r2,10103904.0,4440.0,,2110,4387.0,4380.0,443258.0,,TAT TECHNO,4400.0,1082726,Shares,TATT,62.0,245.63,5584.0,True,,
IL0007960110,2024-02-04,r2,2425974.0,4800.0,,796,5166.0,4800.0,125326.0,,TAYA INV,5194.0,796011,Shares,TAYA,2.0,0.14,3.0,True,,
IL0010834195,2024-02-04,r2,2346234.0,770.0,,1082,755.2,751.8,17719.0,,TCHNOPLS VENT,781.8,1083419,Shares,TNPV,3.0,4.07,539.0,True,,
IL0002160104,2024-02-04,r2,93598590.0,49.1,,216,46.2,45.5,43243.0,,TECTONA,46.2,216010,Shares,TECT,37.0,39.6,85749.0,True,,
IL0001420186,2024-02-04,r2,5528671.0,1105.0,,142,1104.0,1097.0,61037.0,,TEDEA,1124.0,142018,Shares,TEDE,2.0,1.45,132.0,True,,
IL0010825854,2024-02-04,r2,12437934.0,2087.0,,2076,2070.0,2045.0,257465.0,,TEFRON,2090.0,1082585,Shares,TFRLF,25.0,47.29,2284.0,True,,
IL0003540197,2024-02-04,r2,6763995.0,24900.0,,354,24180.0,24180.0,1635534.0,,TELSYS,24590.0,354019,Shares,TLSY,105.0,755.27,3102.0,True,,
IL0011335119,2024-02-04,r2,19523533.0,0.0,3.2,1535,99.31,0.0,19389.0,2024-12-31,TEMPO BEV    B2,99.31,1133511,Bonds,TMBV.B2,0.0,0.0,0.0,True,,
IL0011625444,2024-02-04,r2,133340000.0,93.45,1.58,1535,93.39,93.13,124526.0,2029-04-01,TEMPO BEV    B3,93.18,1162544,Bonds,TMBV.B3,67.0,186.49,199886.0,True,,
IL0011801730,2024-02-04,r2,72758083.0,721.9,,1982,711.2,705.0,517455.0,,TERA LIGHT,721.9,1180173,Shares,TRLT,39.0,112.94,15879.0,True,,
IL0011787145,2024-02-04,r2,125837655.0,305.0,,1948,298.7,292.5,375877.0,,TERMINAL X,299.9,1178714,Shares,TRX,13.0,13.76,4606.0,True,,
IL0002900236,2024-02-04,r2,113939533.0,36.1,,290,35.3,34.6,40221.0,,TEUZA,36.1,290023,Shares,TUZA,21.0,5.41,15321.0,True,,
IL0006290147,2024-02-04,r2,1120872397.0,4476.0,,629,4474.0,4432.0,50147831.0,,TEVA,4460.0,629014,Shares,TEVA,785.0,18145.23,406458.0,True,,
IL0011050221,2024-02-04,r2,10063174.0,3679.0,,1460,3628.0,3587.0,365092.0,,TGBR,3652.0,1105022,Shares,TIGBUR,20.0,24.09,664.0,True,,
IL0010901416,2024-02-04,r2,73683330.0,238.9,,1185,222.9,217.2,164240.0,,TGI,225.9,1090141,Shares,TGI,32.0,101.76,45649.0,True,,
IL0011356644,2024-02-04,r2,317549280.0,102.18,7.10652,1513,101.99,101.59,323869.0,2026-05-15,THE LESER    B5,102.01,1135664,Bonds,TLSR.B5,118.0,882.65,866767.0,True,,
IL0011674772,2024-02-04,r2,13757671.0,0.0,5.25,1513,99.52,0.0,13692.0,2024-06-30,THE LESER B6,99.52,1167477,Bonds,TLSR.B6,0.0,0.0,0.0,True,,
IL0011789208,2024-02-04,r2,536951000.0,100.03,7.75,1513,99.96,99.71,536736.0,2028-06-30,THE LESER B7,99.8,1178920,Bonds,TLSR.B7,109.0,1763.54,1765583.0,True,,
IL0011931925,2024-02-04,r2,358855000.0,100.81,6.8,1513,100.39,100.33,360255.0,2026-12-31,THE LESER B8,100.33,1193192,Bonds,TLSR.B8,29.0,308.29,306580.0,True,,
IL0011379752,2024-02-04,r2,937335532.0,69.45,4.84185,1604,69.32,69.0,649761.0,2027-11-15,THE ZARASAI  B3,69.45,1137975,Bonds,TZRS.B3,139.0,890.87,1286751.0,True,,
IL0011695561,2024-02-04,r2,291200000.0,99.99,5.92692,1604,97.81,97.51,284823.0,2025-08-31,THE ZARASAI  B5,97.56,1169556,Bonds,TZRS.B5,50.0,127.77,130738.0,True,,
IL0010972292,2024-02-04,r2,6240218.0,1250.0,,1289,1244.0,1201.0,77628.0,,THEMIS,1201.0,1097229,Shares,TMIS,2.0,0.75,61.0,True,,
IL0003970188,2024-02-04,r2,19761850.0,357.9,,397,351.0,344.0,69364.0,,THIRDEYE,355.9,397018,Shares,THES,83.0,330.9,94319.0,True,,
IL0011894552,2024-02-04,r2,2211926.0,124.9,,397,120.1,114.0,2657.0,,THIRDEYE W2,120.6,1189455, Warrant,THES.W2,4.0,1.67,1391.0,True,,
IL0011894636,2024-02-04,r2,1721899.0,0.0,,397,58.9,0.0,1014.0,,THIRDEYE W3,58.9,1189463, Warrant,THES.W3,0.0,0.0,0.0,True,,
IL0011738718,2024-02-04,r2,4086248.0,260.1,,1876,260.1,260.0,10628.0,,TIGI,266.1,1173871,Shares,TIGI,3.0,9.1,3500.0,True,,
IL0011738890,2024-02-04,r2,855221.0,0.0,,1876,1.0,0.0,9.0,,TIGI W1,1.0,1173889, Warrant,TIGI.W1,0.0,0.0,0.0,True,,
IL0010843675,2024-02-04,r2,80918586.0,34.0,,1102,34.0,32.6,27512.0,,TIKUN OLAM CANB,32.6,1084367,Shares,TKUN,4.0,6.8,20001.0,True,,
IL0001030100,2024-02-04,r2,106482766.0,523.6,,103,515.8,505.1,549238.0,,TIV TAAM,511.2,103010,Shares,TTAM,60.0,103.39,20057.0,True,,
IL0011899197,2024-02-04,r2,664000000.0,103.36,3.51806,1710,103.36,103.1,686310.0,2026-12-31,TNUPORT B2,103.1,1189919,Bonds,TNUP.B2,28.0,755.27,732084.0,True,,
IL0004620105,2024-02-04,r2,8785482.0,415.0,,462,414.2,413.0,36389.0,,TOGETHER,413.8,462010,Shares,TGTR,6.0,17.58,4245.0,True,,
IL0011294936,2024-02-04,r2,20001000.0,1451.0,,1609,1451.0,1451.0,290215.0,,TOMER ENERGY,1451.0,1129493,Shares,TOEN,5.0,1.67,115.0,True,,
IL0011474793,2024-02-04,r2,202332555.0,106.76,5.48,1609,105.23,105.2,212915.0,2028-08-30,TOMER ENERGY B1,106.24,1147479,Bonds,TOEN.B1,26.0,335.81,319124.0,True,,
IL0011806861,2024-02-04,r2,11923661.0,559.8,,1945,535.0,514.1,63792.0,,TONDO SMART,539.9,1180686,Shares,TNDO,20.0,17.67,3302.0,True,,
IL0011791428,2024-02-04,r2,107411618.0,719.0,,1943,693.4,690.1,744792.0,,TOP GUM,699.0,1179142,Shares,TPGM,87.0,193.71,27742.0,True,,
IL0012007402,2024-02-04,r2,3300000.0,0.0,,1943,74.7,0.0,2465.0,,TOP GUM W1,74.7,1200740, Warrant,TPGM.W1,0.0,0.0,0.0,True,,
IL0010833775,2024-02-04,r2,21187619.0,805.0,,1081,746.7,710.0,158208.0,,TOP SYSTEMS,710.0,1083377,Shares,TOPS,33.0,45.33,6071.0,True,,
IL0010823792,2024-02-04,r2,110824754.0,10520.0,,2028,10520.0,10420.0,11658764.0,,TOWER,10470.0,1082379,Shares,TSEM,296.0,4156.14,39648.0,True,,
IL0082410106,2024-02-04,r2,18000000000.0,97.41,,891,97.39,97.35,17530200.0,2024-10-02,TREASR BND 1014,97.34,8241010,Makam,TR1014,19.0,39835.74,40903620.0,True,,
IL0082411195,2024-02-04,r2,14000000000.0,97.06,,891,97.03,96.98,13584200.0,2024-11-06,TREASR BND 1114,96.98,8241119,Makam,TR1114,30.0,51876.31,53464594.0,True,,
IL0082412185,2024-02-04,r2,14000000000.0,96.75,,891,96.73,96.73,13542200.0,2024-12-04,TREASR BND 1214,96.72,8241218,Makam,TR1214,48.0,30642.34,31677697.0,True,,
IL0082501284,2024-02-04,r2,12000000000.0,96.64,,891,96.42,96.4,11570400.0,2025-01-08,TREASR BND 125,96.4,8250128,Makam,TR125,142.0,150280.63,155810232.0,True,,
IL0082402103,2024-02-04,r2,50000000000.0,99.98,,891,99.97,99.96,49985000.0,2024-02-07,TREASR BND 214,99.97,8240210,Makam,TR214,131.0,525077.71,525234677.0,True,,
IL0082403192,2024-02-04,r2,51000000000.0,99.66,,891,99.66,99.64,50826600.0,2024-03-06,TREASR BND 314,99.64,8240319,Makam,TR314,79.0,171546.29,172143612.0,True,,
IL0082404182,2024-02-04,r2,42000000000.0,99.34,,891,99.33,99.3,41718600.0,2024-04-03,TREASR BND 414,99.3,8240418,Makam,TR414,41.0,6868.84,6915249.0,True,,
IL0082405254,2024-02-04,r2,18000000000.0,98.95,,891,98.94,98.92,17809200.0,2024-05-08,TREASR BND 524,98.94,8240525,Makam,TR524,54.0,138661.06,140133623.0,True,,
IL0082406161,2024-02-04,r2,18000000000.0,98.65,,891,98.64,98.6,17755200.0,2024-06-05,TREASR BND 614,98.6,8240616,Makam,TR614,37.0,3240.52,3285443.0,True,,
IL0082407151,2024-02-04,r2,18000000000.0,98.47,,891,98.31,98.27,17695800.0,2024-07-03,TREASR BND 714,98.27,8240715,Makam,TR714,39.0,3313.31,3370113.0,True,,
IL0082408142,2024-02-04,r2,18000000000.0,97.96,,891,97.93,97.91,17627400.0,2024-08-07,TREASR BND 814,97.91,8240814,Makam,TR814,29.0,5313.7,5426443.0,True,,
IL0082409132,2024-02-04,r2,18000000000.0,97.85,,891,97.62,97.61,17571600.0,2024-09-04,TREASR BND 914,97.61,8240913,Makam,TR914,42.0,16288.13,16685009.0,True,,
IL0011740938,2024-02-04,r2,20009298.0,200.0,,1870,182.2,181.0,36457.0,,TRUCKNET,200.0,1174093,Shares,TRAN,184.0,496.01,259470.0,True,,
IL0011741019,2024-02-04,r2,2522532.0,0.0,,1870,54.5,0.0,1375.0,,TRUCKNET    W1,54.5,1174101, Warrant,TRAN.W1,0.0,0.0,0.0,True,,
IL0011817421,2024-02-04,r2,13792765.0,634.5,,1936,622.1,621.8,85805.0,,TURBOGEN,634.5,1181742,Shares,TURB,11.0,2.02,325.0,True,,
IL0011756116,2024-02-04,r2,100084776.0,1271.0,,1901,1252.0,1241.0,1253061.0,,TURPAZ,1271.0,1175611,Shares,TRPZ,67.0,159.61,12711.0,True,,
US9030021037,2024-02-04,r2,51971076.0,0.0,,2356,5164.0,0.0,2683786.0,,UMH,5164.0,1184282,Shares,UMH,0.0,0.0,0.0,True,,
IL0011841678,2024-02-04,r2,328962000.0,0.0,4.72,2356,108.1,0.0,355608.0,2027-02-28,UMH PROP B1,108.1,1184167,Bonds,UMH.B1,0.0,0.0,0.0,True,,
IL0010806052,2024-02-04,r2,6628699.0,0.0,,1007,300.0,0.0,19886.0,,UNET CREDIT,0.0,1080605,Shares,UNCR,0.0,0.0,0.0,True,,
IL0011686578,2024-02-04,r2,35001000.0,65.0,,1813,62.0,61.0,21701.0,,UNICORN TECH PU,61.0,1168657,Participation Unit,UNCT,5.0,6.82,11000.0,True,,
IL0011748469,2024-02-04,r2,2656200.0,0.0,,1881,201.8,0.0,5360.0,,UNIC-TECH PU,201.8,1174846,Participation Unit,UNTC,0.0,0.0,0.0,True,,
IL0010838311,2024-02-04,r2,13909449.0,3165.0,,2170,3108.0,3072.0,432306.0,,UNITRONICS,3165.0,1083831,Shares,UNIT,48.0,143.05,4569.0,True,,
IL0011606709,2024-02-04,r2,254500232.0,107.99,1.05,2072,107.95,107.77,274733.0,2027-08-10,UNIVERSAL    B3,107.89,1160670,Bonds,UNMI.B3,79.0,589.27,546312.0,True,,
IL0011722530,2024-02-04,r2,380657264.0,93.55,2.18,2072,93.35,93.13,355344.0,2029-02-11,UNIVERSAL    B4,93.34,1172253,Bonds,UNMI.B4,90.0,666.85,714491.0,True,,
IL0011926081,2024-02-04,r2,363754758.0,102.11,2.2,2072,102.09,101.98,371357.0,2031-02-10,UNIVERSAL B5,102.07,1192608,Bonds,UNMI.B5,64.0,103.62,101538.0,True,,
IL0011926164,2024-02-04,r2,452650896.0,99.05,4.68,2072,98.85,98.75,447445.0,2031-02-10,UNIVERSAL B6,99.02,1192616,Bonds,UNMI.B6,93.0,594.33,600955.0,True,,
IL0010935588,2024-02-04,r2,32930242.0,0.0,,2230,9.3,0.0,3063.0,,UNIVO-M,0.0,1093558,Shares,UNVO-M,0.0,0.0,0.0,True,,
IL0004560129,2024-02-04,r2,20870494.0,0.0,,456,103.4,0.0,21580.0,,UPSELLON BRANDS,103.4,456012,Shares,UPSL,0.0,0.0,0.0,True,,
IL0011837486,2024-02-04,r2,3643120.0,7300.0,,2353,7221.0,7100.0,263070.0,,USERWAY,7250.0,1183748,Shares,UWAY,13.0,25.49,353.0,True,,
IL0011571143,2024-02-04,r2,20566153.0,319.0,,1771,305.1,302.5,62747.0,,UTRON,318.9,1157114,Shares,UTRN,25.0,88.45,28707.0,True,,
IL0011763872,2024-02-04,r2,145165310.0,1866.0,,1907,1805.0,1805.0,2620234.0,,VERIDIS,1850.0,1176387,Shares,VRDS,166.0,1363.33,74320.0,True,,
IL0011237778,2024-02-04,r2,14361861.0,3919.0,,1583,3849.0,3834.0,552788.0,,VICTORY,3877.0,1123777,Shares,VCTR,56.0,108.51,2808.0,True,,
IL0011614885,2024-02-04,r2,41669000.0,0.0,1.5,1583,95.55,0.0,39815.0,2026-07-02,VICTORY      B2,95.55,1161488,Bonds,VCTR.B2,0.0,0.0,0.0,True,,
IL0004160169,2024-02-04,r2,17717618.0,16220.0,,416,15360.0,15320.0,2721426.0,,VILLAR,16180.0,416016,Shares,VILR,125.0,2747.46,17742.0,True,,
IL0041601563,2024-02-04,r2,201324000.0,98.97,2.55,416,98.78,98.51,198868.0,2025-06-27,VILLAR       B8,98.62,4160156,Bonds,VILR.B8,61.0,58.79,59510.0,True,,
IL0041601647,2024-02-04,r2,75267500.0,110.47,0.8,416,110.47,110.46,83148.0,2026-09-03,VILLAR       B9,110.47,4160164,Bonds,VILR.B9,2.0,165.7,150000.0,True,,
IL0011939522,2024-02-04,r2,299998000.0,100.41,4.89,416,100.28,99.99,300838.0,2031-12-31,VILLAR      B10,100.41,1193952,Bonds,VILR.B10,66.0,203.53,203073.0,True,,
IL0003500175,2024-02-04,r2,1325383.0,0.0,,350,4485.0,0.0,59443.0,,VISION SIGMA,4485.0,350017,Shares,VISN,0.0,0.0,0.0,True,,
IL0011099665,2024-02-04,r2,47073200.0,1978.0,,1515,1931.0,1915.0,908983.0,,VITANIA,1978.0,1109966,Shares,VTNA,51.0,96.15,4978.0,True,,
IL0011509036,2024-02-04,r2,191110000.0,112.63,2.85,1515,112.57,112.5,215133.0,2027-06-30,VITANIA B5,112.6,1150903,Bonds,VTNA.B5,82.0,293.85,261020.0,True,,
IL0011931438,2024-02-04,r2,200000000.0,103.08,2.89,1515,102.93,102.93,205860.0,2029-12-31,VITANIA B6,103.08,1193143,Bonds,VYNA.B6,62.0,25.62,24894.0,True,,
IL0011803066,2024-02-04,r2,9155341.0,214.0,,1968,204.2,197.0,18695.0,,WATER IO,205.0,1180306,Shares,WATR,67.0,94.63,45929.0,True,,
IL0011575771,2024-02-04,r2,375000000.0,100.08,4.8,1772,100.08,100.08,375300.0,2025-10-30,WESTDALE     B1,100.08,1157577,Bonds,WSDL.B1,54.0,48.97,48932.0,True,,
IL0011613226,2024-02-04,r2,485000000.0,95.2,4.35,1772,95.11,95.05,461284.0,2028-07-31,WESTDALE     B2,95.16,1161322,Bonds,WSDL.B2,67.0,250.14,262928.0,True,,
IL0011732281,2024-02-04,r2,111493044.0,149.0,,1865,147.8,145.4,164787.0,,WESURE GLOBALT,149.0,1173228,Shares,WESR,31.0,19.78,13385.0,True,,
IL0002780109,2024-02-04,r2,68672119.0,55.5,,278,54.9,54.1,37701.0,,WILK,55.5,278010,Shares,WILK,26.0,21.75,39594.0,True,,
IL0027802458,2024-02-04,r2,1836685.0,0.0,,278,21.0,0.0,386.0,,WILK W3,21.0,2780245, Warrant,WILK.W3,0.0,0.0,0.0,True,,
IL0011922692,2024-02-04,r2,2297000.0,0.0,,278,29.0,0.0,666.0,,WILK W4,29.0,1192269, Warrant,WILK.W4,0.0,0.0,0.0,True,,
IL0010828585,2024-02-04,r2,13867017.0,3874.0,,2123,3850.0,3800.0,533880.0,,WILLI FOOD INTE,3859.0,1082858,Shares,WILC,23.0,29.46,765.0,True,,
