DATAFLOW,FREQ,BIS_TOPIC,REF_AREA,BIS_SUFFIX,TIME_PERIOD,OBS_VALUE,AGG_EQUN,AVAILABILITY,BIS_DOC_DATE,BIS_UNIT,BREAKS,COLLECTION,COLLECTION_DETAIL,COMPILATION,COVERAGE,DECIMALS,DOM_SER_IDS,METHOD_REF,NAT_TITLE,OBS_COM,OBS_CONF,OBS_PRE_BREAK,OBS_STATUS,REP_DELAY,SOURCE_REF,TIME_FORMAT,TITLE,TITLE_COMPL,UNIT_DETAIL,UNIT_MULT
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,1992,2.2752,,B,,EUR,,E,,,,2,,,,,N,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,1993,2.4547,,B,,EUR,,E,,,,2,,,,,N,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,1994,2.3959,,B,,EUR,,E,,,,2,,,,,N,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,1995,1.2723,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,1996,1.7762,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,1997,1.4898,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,1998,0.9087,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,1999,1.136,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2000,2.6849,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2001,2.428,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2002,1.5499,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2003,1.5134,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2004,1.8699,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2005,2.5301,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2006,2.3225,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2007,1.8205,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2008,4.4932,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2009,-0.0111,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2010,2.3336,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2011,3.3554,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2012,2.6266,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2013,1.249,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2014,0.4853,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2015,0.6239,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2016,1.77,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2017,2.2207,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2018,2.3166,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2019,1.2495,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2020,0.4268,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2021,3.2154,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2022,10.3393,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),A,VEBC,BE,2,2023,2.3,,B,,EUR,,E,,,,2,,,,,F,,A,,,,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1991-01,63.12,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1991-02,63.33,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1991-03,63.02,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1991-04,63.05,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1991-05,63.29,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1991-06,63.6,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1991-07,63.93,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1991-08,64.14,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1991-09,64.08,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1991-10,64.33,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1991-11,64.51,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1991-12,64.36,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1992-01,64.44,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1992-02,64.65,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1992-03,64.65,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1992-04,64.72,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1992-05,64.99,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1992-06,65.21,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1992-07,65.48,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1992-08,65.35,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1992-09,65.47,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1992-10,65.57,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1992-11,65.8,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1992-12,65.77,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1993-01,66.08,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1993-02,66.25,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1993-03,66.37,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1993-04,66.4,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1993-05,66.5,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1993-06,66.5,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1993-07,66.95,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1993-08,67.26,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1993-09,67.11,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1993-10,67.2,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1993-11,67.29,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1993-12,67.39,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1994-01,67.61,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1994-02,67.86,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1994-03,67.85,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1994-04,67.99,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1994-05,68.21,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1994-06,68.37,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1994-07,68.83,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1994-08,68.95,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1994-09,68.81,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1994-10,68.69,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1994-11,68.67,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1994-12,68.68,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1995-01,68.92,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1995-02,68.99,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1995-03,68.99,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1995-04,69.06,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1995-05,69.13,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1995-06,69.13,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1995-07,69.35,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1995-08,69.56,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1995-09,69.49,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1995-10,69.35,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1995-11,69.42,,B,,EUR,,E,,,,2,,,,,N,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1995-12,69.56,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1996-01,69.91,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1996-02,69.98,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1996-03,70.12,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1996-04,70.47,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1996-05,70.61,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1996-06,70.47,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1996-07,70.4,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1996-08,70.4,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1996-09,70.54,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1996-10,70.89,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1996-11,70.89,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1996-12,71.03,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1997-01,71.39,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1997-02,71.32,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1997-03,71.03,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1997-04,71.25,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1997-05,71.6,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1997-06,71.6,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1997-07,71.74,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1997-08,71.6,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1997-09,71.67,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1997-10,71.74,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1997-11,71.81,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1997-12,71.67,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1998-01,71.74,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1998-02,71.88,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1998-03,71.74,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1998-04,72.16,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1998-05,72.51,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1998-06,72.44,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1998-07,72.59,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1998-08,72.3,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1998-09,72.23,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1998-10,72.23,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1998-11,72.23,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1998-12,72.16,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1999-01,72.44,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1999-02,72.59,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1999-03,72.66,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1999-04,72.94,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1999-05,73.08,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1999-06,72.94,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1999-07,73.08,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1999-08,72.94,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1999-09,73.15,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1999-10,73.22,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1999-11,73.36,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,1999-12,73.64,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2000-01,72.66,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2000-02,74.14,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2000-03,74.49,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2000-04,74.63,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2000-05,74.84,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2000-06,75.12,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2000-07,74.35,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2000-08,75.47,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2000-09,76.04,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2000-10,75.9,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2000-11,76.04,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2000-12,75.83,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2001-01,74.64,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2001-02,75.98,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2001-03,76.12,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2001-04,76.8,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2001-05,77.2,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2001-06,77.34,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2001-07,76.37,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2001-08,77.38,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2001-09,77.49,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2001-10,77.4,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2001-11,77.4,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2001-12,77.29,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2002-01,76.61,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2002-02,77.86,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2002-03,78.04,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2002-04,78.09,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2002-05,78.2,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2002-06,77.99,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2002-07,77.25,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2002-08,78.33,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2002-09,78.41,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2002-10,78.34,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2002-11,78.23,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2002-12,78.32,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2003-01,77.51,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2003-02,79.16,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2003-03,79.38,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2003-04,79.24,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2003-05,78.93,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2003-06,79.18,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2003-07,78.32,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2003-08,79.64,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2003-09,79.75,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2003-10,79.51,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
BIS:BIS_MACRO(1.0),M,VEBA,BE,2,2003-11,79.64,,B,,EUR,,E,,,,2,,,,,F,,A,,,P1M,,,,0
