ISIN,TimePeriod,LastRate
IL0064301695,2024-02-05,98.51
IL0011816274,2024-02-05,152.9
IL0011696148,2024-02-05,102.65
IL0011815938,2024-02-05,97.64
IL0011979122,2024-02-05,101.08
IL0011419699,2024-02-05,3520.0
IL0002080179,2024-02-05,2377.0
IL0020802737,2024-02-05,96.83
IL0011751166,2024-02-05,8940.0
IL0042102330,2024-02-05,98.2
IL0011886632,2024-02-05,92.6
IL0004210162,2024-02-05,1104.0
IL0011945131,2024-02-05,226.7
IL0001680136,2024-02-05,5855.0
IL0011050973,2024-02-05,4791.0
IL0004750209,2024-02-05,920.0
IL0011765935,2024-02-05,4045.0
IL0004330119,2024-02-05,41.6
IL0010957855,2024-02-05,749.5
IL0011432130,2024-02-05,100.01
IL0011837148,2024-02-05,92.53
IL0011719338,2024-02-05,22.0
IL0010839301,2024-02-05,121.6
IL0002730112,2024-02-05,78200.0
IL0006600196,2024-02-05,1142.0
IL0011418600,2024-02-05,99.38
IL0011708778,2024-02-05,8790.0
IL0011793408,2024-02-05,103.38
IL0011980435,2024-02-05,105.22
IL0011980351,2024-02-05,103.6
PAL0605071A3,2024-02-05,940.4
IL0072304020,2024-02-05,105.3
IL0011930778,2024-02-05,101.37
IL0011929135,2024-02-05,158.4
VGG826421023,2024-02-05,278.7
IL0010845571,2024-02-05,54210.0
IL0011401515,2024-02-05,147.0
IL0011720716,2024-02-05,316.4
IL0011757288,2024-02-05,2128.0
IL0011660573,2024-02-05,111.25
IL0010862303,2024-02-05,1522.0
IL0011911703,2024-02-05,102.85
US68236H2040,2024-02-05,479.3
IL0001610182,2024-02-05,4544.0
IL0010949860,2024-02-05,145.1
IL0011415713,2024-02-05,2510.0
IL0011803553,2024-02-05,91.73
IL0012032640,2024-02-05,101.5
US68375N1037,2024-02-05,365.5
IL0011044968,2024-02-05,53.6
US68403P2039,2024-02-05,962.6
IL0002650179,2024-02-05,2846.0
IL0011035065,2024-02-05,2110.0
IL0011433799,2024-02-05,97.85
US6866881021,2024-02-05,23460.0
IL0011357063,2024-02-05,575.5
IL0011605719,2024-02-05,100.74
IL0011977639,2024-02-05,105.7
IL0011885493,2024-02-05,97.38
IL0011396178,2024-02-05,400.7
IL0010916851,2024-02-05,414.6
IL0011630626,2024-02-05,92.77
IL0011976805,2024-02-05,104.96
IL0011994543,2024-02-05,102.83
IL0012011446,2024-02-05,101.22
IL0006440130,2024-02-05,3830.0
IL0011953952,2024-02-05,82.0
IL0011043630,2024-02-05,103.4
IL0011876401,2024-02-05,388.4
IL0011876575,2024-02-05,251.2
IL0010834849,2024-02-05,1625.0
IL0011414153,2024-02-05,99.11
IL0011563975,2024-02-05,100.98
IL0011829483,2024-02-05,90.47
IL0011808768,2024-02-05,402.8
IL0011808842,2024-02-05,89.9
IL0004120155,2024-02-05,4789.0
IL0011000077,2024-02-05,28740.0
IL0011325052,2024-02-05,101.35
IL0011395428,2024-02-05,112.72
IL0011425951,2024-02-05,107.91
IL0011628174,2024-02-05,89.99
IL0033302220,2024-02-05,99.55
IL0003330136,2024-02-05,142.1
US70806A1060,2024-02-05,4210.0
IL0010958192,2024-02-05,10650.0
IL0011895542,2024-02-05,111.45
IL0011902975,2024-02-05,120.91
IL0011903056,2024-02-05,235.0
IL0011903130,2024-02-05,70.0
IL0007560159,2024-02-05,294.0
IL0010997612,2024-02-05,68.5
IL0011696486,2024-02-05,97.5
IL0011951147,2024-02-05,19.0
IL0010968902,2024-02-05,189.3
IL0011723603,2024-02-05,580.7
IL0007670123,2024-02-05,3730.0
IL0076702500,2024-02-05,102.19
IL0076702849,2024-02-05,100.96
IL0076703342,2024-02-05,86.94
IL0011955858,2024-02-05,97.5
IL0011881351,2024-02-05,103.88
IL0012019464,2024-02-05,99.2
IL0012019530,2024-02-05,99.03
IL0011354177,2024-02-05,114.49
IL0011555302,2024-02-05,101.25
IL0011398158,2024-02-05,98.79
IL0011555229,2024-02-05,98.88
IL0011593592,2024-02-05,90.84
IL0011738551,2024-02-05,1938.0
IL0011864852,2024-02-05,93.48
IL0011714040,2024-02-05,304.4
IL0011714123,2024-02-05,2.3
IL0010816036,2024-02-05,14080.0
IL0007270163,2024-02-05,340.4
IL0010928401,2024-02-05,417.4
NL0011882741,2024-02-05,280.0
IL0011094955,2024-02-05,10.79
IL0011095036,2024-02-05,12.05
US72942G1040,2024-02-05,270.8
IL0006625771,2024-02-05,3095.0
IL0066204624,2024-02-05,114.28
IL0011998924,2024-02-05,112.7
IL0066204889,2024-02-05,93.24
IL0011913378,2024-02-05,100.11
IL0012014663,2024-02-05,104.0
IL0066204962,2024-02-05,100.1
IL0011913451,2024-02-05,100.38
IL0011998502,2024-02-05,110.29
IL0011998684,2024-02-05,110.32
IL0066205530,2024-02-05,101.65
IL0011913295,2024-02-05,104.4
IL0011998841,2024-02-05,113.26
IL0007450187,2024-02-05,3409.0
IL0011702169,2024-02-05,1031.0
IL0011734345,2024-02-05,630.1
US73931J1097,2024-02-05,1135.0
IL0011021289,2024-02-05,8382.0
IL0011836231,2024-02-05,94.61
IL0012034968,2024-02-05,101.22
IL0011744575,2024-02-05,244.7
IL0011846628,2024-02-05,89.22
IL0011792665,2024-02-05,87.6
IL0011754962,2024-02-05,883.3
IL0003280133,2024-02-05,15290.0
IL0032801388,2024-02-05,94.8
IL0011886228,2024-02-05,2158.0
IL0011985558,2024-02-05,500.0
IL0012017716,2024-02-05,64.0
IL0069901549,2024-02-05,138.12
IL0069902042,2024-02-05,110.83
IL0069902125,2024-02-05,91.28
IL0011936304,2024-02-05,103.61
IL0006990175,2024-02-05,19920.0
IL0005990192,2024-02-05,53.8
IL0011940264,2024-02-05,97.37
IL0059901061,2024-02-05,4.1
IL0059901145,2024-02-05,2.4
IL0011767006,2024-02-05,573.2
IL0007650166,2024-02-05,27.7
IL0010839558,2024-02-05,7936.0
IL0003860116,2024-02-05,266.2
IL0011728404,2024-02-05,2747.0
IL0003930174,2024-02-05,3205.0
IL0011972507,2024-02-05,102.35
IL0010909435,2024-02-05,1025.0
IL0011042491,2024-02-05,20720.0
IL0011824013,2024-02-05,91.5
IL0011436198,2024-02-05,282.1
IL0011718348,2024-02-05,103.41
IL0011831935,2024-02-05,93.83
IL0007690261,2024-02-05,2692.0
IL0076901599,2024-02-05,97.71
IL0003940157,2024-02-05,284.3
IL0011781445,2024-02-05,108.99
IL0011398646,2024-02-05,13.7
IL0011799934,2024-02-05,70.2
IL0005260125,2024-02-05,803.2
IL0011038788,2024-02-05,314.3
IL0006730126,2024-02-05,80.0
IL0011725277,2024-02-05,272.1
IL0010989205,2024-02-05,1574.0
IL0011298994,2024-02-05,114.26
IL0011367534,2024-02-05,118.75
IL0011385445,2024-02-05,119.04
IL0011712713,2024-02-05,109.3
IL0012010117,2024-02-05,43.4
IL0011757692,2024-02-05,94.0
IL0011835811,2024-02-05,91.0
IL0011627754,2024-02-05,388.3
IL0010810096,2024-02-05,1433.0
IL0011995466,2024-02-05,102.5
IL0011737231,2024-02-05,45.0
IL0011754889,2024-02-05,7143.0
IL0011787228,2024-02-05,3158.0
IL0010804560,2024-02-05,5025.0
IL0002660152,2024-02-05,92.9
IL0026602230,2024-02-05,19.0
IL0011477507,2024-02-05,277.2
IL0011715294,2024-02-05,1808.0
IL0011739963,2024-02-05,98.83
IL0011878977,2024-02-05,102.0
IL0005390153,2024-02-05,3429.0
IL0053901828,2024-02-05,98.19
IL0053902735,2024-02-05,96.47
IL0011971772,2024-02-05,100.61
IL0053902248,2024-02-05,97.36
IL0002990161,2024-02-05,688.4
IL0004220146,2024-02-05,2681.0
IL0042203492,2024-02-05,98.6
IL0042203724,2024-02-05,97.99
IL0008130143,2024-02-05,28960.0
KYG7T16G1039,2024-02-05,9975.0
IL0011419368,2024-02-05,101.47
IL0036501406,2024-02-05,95.79
IL0011886483,2024-02-05,99.93
IL0004250176,2024-02-05,2673.0
IL0042502703,2024-02-05,99.42
IL0042502547,2024-02-05,100.09
IL0010927254,2024-02-05,78.7
IL0011666935,2024-02-05,79.6
IL0011699787,2024-02-05,735.0
IL0011035719,2024-02-05,1089.0
IL0011784902,2024-02-05,232.9
IL0011785081,2024-02-05,4.5
IL0002880198,2024-02-05,10840.0
IL0002490113,2024-02-05,171.4
IL0011096448,2024-02-05,791.3
IL0011329278,2024-02-05,111.78
IL0011389736,2024-02-05,110.44
IL0011671471,2024-02-05,103.32
IL0011383796,2024-02-05,774.5
IL0011762395,2024-02-05,94.2
IL0011762478,2024-02-05,76.9
IL0010808371,2024-02-05,369.3
IL0011338758,2024-02-05,2015.0
IL0011361347,2024-02-05,99.69
IL0011419517,2024-02-05,93.25
IL0011784175,2024-02-05,82.98
IL0006340306,2024-02-05,1994.0
IL0011882425,2024-02-05,271.9
IL0011297335,2024-02-05,114.34
IL0011297418,2024-02-05,102.62
IL0010819428,2024-02-05,905.0
IL0011751323,2024-02-05,89.37
IL0011358889,2024-02-05,114.9
IL0011673865,2024-02-05,110.14
IL0011374399,2024-02-05,99.0
IL0011576688,2024-02-05,95.29
IL0011985715,2024-02-05,107.61
IL0014102995,2024-02-05,98.0
IL0014103076,2024-02-05,112.36
IL0011927311,2024-02-05,98.85
IL0011927493,2024-02-05,101.68
IL0011714461,2024-02-05,100.15
IL0011820474,2024-02-05,94.72
IL0010820079,2024-02-05,557.3
IL0007770378,2024-02-05,1968.0
IL0077701915,2024-02-05,116.22
IL0077702095,2024-02-05,103.78
IL0077702178,2024-02-05,120.0
IL0077702582,2024-02-05,98.09
IL0010970544,2024-02-05,614.5
IL0011605974,2024-02-05,93.21
IL0011455982,2024-02-05,98.48
CA83084Y1007,2024-02-05,2399.0
IL0011420333,2024-02-05,103.05
IL0011694812,2024-02-05,55.8
IL0011754392,2024-02-05,1731.0
IL0011722878,2024-02-05,3295.0
IL0011837304,2024-02-05,99.4
IL0011022352,2024-02-05,784.2
IL0011862468,2024-02-05,101.91
IL0011950727,2024-02-05,14.5
IL0011705394,2024-02-05,142.1
IL0010923451,2024-02-05,64.3
IL0011399222,2024-02-05,79.18
IL0011585184,2024-02-05,94.32
IL0011408882,2024-02-05,63.9
IL0011782849,2024-02-05,422.5
IL0011474959,2024-02-05,98.89
IL0011398984,2024-02-05,98.54
IL0011887887,2024-02-05,103.48
IL0010973449,2024-02-05,902.3
IL0010901176,2024-02-05,424.3
XS1551294256,2024-02-05,379.63
XS1936100483,2024-02-05,384.86
US46513JB346,2024-02-05,313.1
US46513CXR23,2024-02-05,319.63
IL0005500124,2024-02-05,4300.0
IL0011226540,2024-02-05,65.9
IL0011988032,2024-02-05,20.9
IL0074603890,2024-02-05,97.46
IL0074604211,2024-02-05,82.65
IL0007460160,2024-02-05,7140.0
IL0011790198,2024-02-05,98.59
IL0011970295,2024-02-05,107.01
IL0011815698,2024-02-05,837.5
IL0011977480,2024-02-05,98.7
IL0010816861,2024-02-05,4754.0
IL0011334799,2024-02-05,100.36
IL0011389405,2024-02-05,95.79
IL0011433955,2024-02-05,93.82
IL0011839201,2024-02-05,85.26
IL0010987555,2024-02-05,599.3
IL0011941098,2024-02-05,99.1
IL0010823537,2024-02-05,102.6
IL0011750903,2024-02-05,881.2
IL0010849532,2024-02-05,1769.0
IL0025801320,2024-02-05,95.5
IL0002580129,2024-02-05,24200.0
IL0011413577,2024-02-05,1802.0
IL0011435935,2024-02-05,99.4
IL0011413320,2024-02-05,98.18
IL0006660166,2024-02-05,41.8
IL0011590291,2024-02-05,2318.0
IL0010827264,2024-02-05,4402.0
IL0007960110,2024-02-05,4883.0
IL0010834195,2024-02-05,724.1
IL0002160104,2024-02-05,46.3
IL0001420186,2024-02-05,1104.0
IL0010825854,2024-02-05,2070.0
IL0003540197,2024-02-05,23620.0
IL0011335119,2024-02-05,99.31
IL0011625444,2024-02-05,93.29
IL0011801730,2024-02-05,710.4
IL0011787145,2024-02-05,299.4
IL0002900236,2024-02-05,34.1
IL0006290147,2024-02-05,4499.0
IL0011050221,2024-02-05,3620.0
IL0010901416,2024-02-05,219.1
IL0011356644,2024-02-05,102.71
IL0011674772,2024-02-05,99.52
IL0011789208,2024-02-05,100.08
IL0011931925,2024-02-05,100.42
IL0011379752,2024-02-05,68.67
IL0011695561,2024-02-05,97.67
IL0010972292,2024-02-05,1244.0
IL0003970188,2024-02-05,339.2
IL0011894552,2024-02-05,120.1
IL0011894636,2024-02-05,58.9
IL0011738718,2024-02-05,271.0
IL0011738890,2024-02-05,1.0
IL0010843675,2024-02-05,35.4
IL0001030100,2024-02-05,515.9
IL0011899197,2024-02-05,103.5
IL0004620105,2024-02-05,410.8
IL0011294936,2024-02-05,1426.0
IL0011474793,2024-02-05,105.52
IL0011806861,2024-02-05,539.3
IL0011791428,2024-02-05,700.1
IL0012007402,2024-02-05,66.1
IL0010833775,2024-02-05,753.1
IL0010823792,2024-02-05,10390.0
IL0082410106,2024-02-05,97.37
IL0082411195,2024-02-05,97.03
IL0082412185,2024-02-05,96.72
IL0082501284,2024-02-05,96.4
IL0082402103,2024-02-05,99.97
IL0082403192,2024-02-05,99.66
IL0082404182,2024-02-05,99.34
IL0082405254,2024-02-05,98.94
IL0082406161,2024-02-05,98.63
IL0082407151,2024-02-05,98.32
IL0082408142,2024-02-05,97.93
IL0082409132,2024-02-05,97.63
IL0011740938,2024-02-05,166.5
IL0011741019,2024-02-05,54.5
IL0011817421,2024-02-05,621.7
IL0011756116,2024-02-05,1238.0
US9030021037,2024-02-05,5164.0
IL0011841678,2024-02-05,108.32
IL0010806052,2024-02-05,300.0
IL0011686578,2024-02-05,62.8
IL0011748469,2024-02-05,204.8
IL0010838311,2024-02-05,3117.0
IL0011606709,2024-02-05,107.9
IL0011722530,2024-02-05,93.28
IL0011926081,2024-02-05,101.95
IL0011926164,2024-02-05,98.77
IL0010935588,2024-02-05,9.3
IL0004560129,2024-02-05,97.1
IL0011837486,2024-02-05,7364.0
IL0011571143,2024-02-05,304.0
IL0011763872,2024-02-05,1872.0
IL0011237778,2024-02-05,3955.0
IL0011614885,2024-02-05,95.55
IL0004160169,2024-02-05,15780.0
IL0041601563,2024-02-05,98.71
IL0041601647,2024-02-05,110.47
IL0011939522,2024-02-05,100.17
IL0003500175,2024-02-05,4485.0
IL0011099665,2024-02-05,1970.0
IL0011509036,2024-02-05,112.64
IL0011931438,2024-02-05,103.01
IL0011803066,2024-02-05,195.4
IL0011575771,2024-02-05,100.02
IL0011613226,2024-02-05,95.15
IL0011732281,2024-02-05,146.9
IL0002780109,2024-02-05,54.5
IL0027802458,2024-02-05,21.0
IL0011922692,2024-02-05,29.0
IL0010828585,2024-02-05,3750.0
IL0003710139,2024-02-05,2036.0
IL0011906695,2024-02-05,1.3
IL0011051625,2024-02-05,36.4
IL0010854979,2024-02-05,3.5
IL0011424210,2024-02-05,44.9
IL0004860271,2024-02-05,75.5
IL0048601442,2024-02-05,98.22
IL0048601939,2024-02-05,102.91
IL0048601772,2024-02-05,94.0
IL0011883829,2024-02-05,99.18
IL0011612640,2024-02-05,15630.0
IL0011874182,2024-02-05,96.7
IL0011869075,2024-02-05,96.99
IL0011986960,2024-02-05,105.3
IL0011766438,2024-02-05,97.3
IL0001300131,2024-02-05,3293.0
IL0011946956,2024-02-05,1855.0
IL0011947038,2024-02-05,400.0
IL0011040586,2024-02-05,2764.0
IL0011586331,2024-02-05,99.23
IL0011864027,2024-02-05,99.65
IL0011741845,2024-02-05,54.7
IL0011853210,2024-02-05,15.4
IL0007300101,2024-02-05,598.5
IL0073001716,2024-02-05,106.2
IL0073002474,2024-02-05,97.37
