ISIN,TimePeriod,LastRate
IL0004730177,2024-02-04,179.0
IL0047301804,2024-02-04,91.6
IL0047302067,2024-02-04,106.8
IL0047301648,2024-02-04,116.76
IL0047303057,2024-02-04,33.0
IL0012023409,2024-02-04,103.33
IL0011982175,2024-02-04,105.23
IL0010823123,2024-02-04,3589.0
IL0001560189,2024-02-04,4800.0
IL0023800464,2024-02-04,98.94
IL0023800530,2024-02-04,94.47
IL0011067498,2024-02-04,1228.0
IL0011720062,2024-02-04,98.0
IL0011816761,2024-02-04,90.1
IL0011729725,2024-02-04,507.7
IL0011767915,2024-02-04,404.7
IL0011768095,2024-02-04,43.1
IL0004450156,2024-02-04,6922.0
IL0011896466,2024-02-04,98.85
IL0011685588,2024-02-04,749.6
IL0010910656,2024-02-04,4061.0
IL0011425043,2024-02-04,100.31
IL0011843088,2024-02-04,91.62
IL0011905291,2024-02-04,99.99
IL0011999674,2024-02-04,105.43
IL0011613481,2024-02-04,98.12
CY0100361019,2024-02-04,621.6
IL0011828980,2024-02-04,92.6
IL0011829061,2024-02-04,5.6
IL0011315236,2024-02-04,896.7
IL0011685174,2024-02-04,93.11
IL0011991242,2024-02-04,100.04
IL0011044885,2024-02-04,8047.0
IL0011386682,2024-02-04,112.85
IL0011416968,2024-02-04,112.5
IL0011476020,2024-02-04,110.69
IL0011651416,2024-02-04,99.06
IL0011783672,2024-02-04,92.35
IL0011783755,2024-02-04,93.72
IL0011969552,2024-02-04,1032.51
IL0006860147,2024-02-04,15960.0
IL0011217630,2024-02-04,121.87
IL0011613713,2024-02-04,90.52
IL0010818438,2024-02-04,1540.0
IL0012031998,2024-02-04,175.7
IL0012031816,2024-02-04,655.1
IL0032302650,2024-02-04,114.31
IL0003230146,2024-02-04,26300.0
IL0032301900,2024-02-04,113.14
IL0032302080,2024-02-04,113.79
IL0032302320,2024-02-04,114.18
IL0032302403,2024-02-04,99.71
IL0032302734,2024-02-04,111.26
IL0032303724,2024-02-04,103.82
IL0032303989,2024-02-04,105.04
IL0032304227,2024-02-04,94.88
IL0011946386,2024-02-04,105.05
IL0011784746,2024-02-04,519.7
IL0011294449,2024-02-04,797.1
IL0011708935,2024-02-04,1098.0
IL0011858839,2024-02-04,102.36
IL0011988602,2024-02-04,101.81
IL0011559288,2024-02-04,112.16
IL0011405730,2024-02-04,167.1
IL0011776585,2024-02-04,99.35
IL0011939290,2024-02-04,102.28
IL0011993222,2024-02-04,15.4
IL0056600633,2024-02-04,99.0
IL0005660183,2024-02-04,9000.0
IL0003380123,2024-02-04,1820.0
IL0011713059,2024-02-04,109.98
IL0002570146,2024-02-04,102.0
IL0011695314,2024-02-04,109.42
IL0011669749,2024-02-04,277.0
IL0011608119,2024-02-04,99.26
IL0011391955,2024-02-04,405.0
IL0011683500,2024-02-04,106.84
IL0011589558,2024-02-04,109.1
IL0011759755,2024-02-04,96.03
IL0011858342,2024-02-04,99.32
IL0011921298,2024-02-04,96.97
IL0012035049,2024-02-04,92.45
IL0004940131,2024-02-04,39.6
IL0011797532,2024-02-04,556.5
IL0011872772,2024-02-04,103.36
IL0011723371,2024-02-04,15990.0
IL0011776338,2024-02-04,95.2
IL0011843575,2024-02-04,97.37
IL0010997877,2024-02-04,177.8
IL0011392862,2024-02-04,101.29
IL0011427858,2024-02-04,96.67
IL0011560419,2024-02-04,99.43
IL0011920795,2024-02-04,101.23
IL0011975658,2024-02-04,101.0
IL0011975732,2024-02-04,100.3
IL0011829558,2024-02-04,87.21
IL0011856288,2024-02-04,97.19
IL0010811656,2024-02-04,414.2
IL0011825671,2024-02-04,56.0
IL0011675019,2024-02-04,61.7
IL0015500528,2024-02-04,109.18
IL0015501690,2024-02-04,95.19
IL0011825424,2024-02-04,50.2
IL0011825598,2024-02-04,3.0
CY0106902113,2024-02-04,8.8
IL0011051963,2024-02-04,725.5
IL0011412587,2024-02-04,105.56
IL0011431637,2024-02-04,111.57
IL0011787970,2024-02-04,106.77
IL0002260193,2024-02-04,962.0
IL0022604388,2024-02-04,102.8
IL0022604461,2024-02-04,115.43
IL0022604875,2024-02-04,114.99
IL0022604958,2024-02-04,113.95
IL0022605450,2024-02-04,113.44
IL0022605526,2024-02-04,113.15
IL0022606367,2024-02-04,91.4
IL0001270193,2024-02-04,10710.0
IL0023101673,2024-02-04,100.15
IL0023101830,2024-02-04,111.2
IL0023102176,2024-02-04,112.03
IL0023102259,2024-02-04,110.45
IL0023102820,2024-02-04,106.75
IL0023102903,2024-02-04,109.52
IL0023103810,2024-02-04,98.48
IL0023103992,2024-02-04,111.33
IL0023104495,2024-02-04,111.74
IL0023104560,2024-02-04,98.54
IL0023104644,2024-02-04,106.87
IL0023104982,2024-02-04,99.15
IL0023105484,2024-02-04,97.0
IL0023105559,2024-02-04,101.0
IL0011916751,2024-02-04,107.37
IL0011916678,2024-02-04,102.06
IL0011968075,2024-02-04,102.41
IL0012021429,2024-02-04,99.5
IL0012021593,2024-02-04,102.16
IL0011938870,2024-02-04,1046.52
IL0012021676,2024-02-04,1004.84
IL0006954379,2024-02-04,13360.0
IL0011584682,2024-02-04,105.89
IL0011584765,2024-02-04,100.39
IL0011709503,2024-02-04,560.4
IL0011703233,2024-02-04,94.5
IL0011800583,2024-02-04,92.1
IL0011868655,2024-02-04,87.0
IL0011602419,2024-02-04,94.36
IL0011841918,2024-02-04,88.08
IL0011994709,2024-02-04,100.2
IL0011359200,2024-02-04,100.09
IL0011434110,2024-02-04,94.39
IL0003450173,2024-02-04,186.4
IL0034503925,2024-02-04,114.0
IL0011946618,2024-02-04,18.0
IL0011430159,2024-02-04,97.72
IL0011673030,2024-02-04,96.2
IL0011414641,2024-02-04,855.8
IL0011843815,2024-02-04,417.2
IL0011901720,2024-02-04,103.99
IL0011846966,2024-02-04,98.01
IL0023104230,2024-02-04,112.53
IL0011716698,2024-02-04,316.2
US62844N3070,2024-02-04,160.4
IL0005440156,2024-02-04,48.6
IL0054402438,2024-02-04,5.0
IL0054402842,2024-02-04,97.25
IL0054402685,2024-02-04,93.6
IL0011395758,2024-02-04,101.42
IL0011602583,2024-02-04,94.17
IL0011987612,2024-02-04,102.53
IL0006430156,2024-02-04,1779.0
IL0064301695,2024-02-04,98.54
IL0011816274,2024-02-04,153.0
IL0011696148,2024-02-04,102.73
IL0011815938,2024-02-04,97.53
IL0011979122,2024-02-04,101.07
IL0011419699,2024-02-04,3383.0
IL0002080179,2024-02-04,2377.0
IL0020802737,2024-02-04,96.85
IL0011751166,2024-02-04,8937.0
IL0042102330,2024-02-04,98.2
IL0011886632,2024-02-04,92.56
IL0004210162,2024-02-04,1082.0
IL0011945131,2024-02-04,186.6
IL0001680136,2024-02-04,5877.0
IL0011050973,2024-02-04,4764.0
IL0004750209,2024-02-04,938.0
IL0011765935,2024-02-04,3921.0
IL0004330119,2024-02-04,41.6
IL0010957855,2024-02-04,743.7
IL0011432130,2024-02-04,100.01
IL0011837148,2024-02-04,92.45
IL0011719338,2024-02-04,22.9
IL0010839301,2024-02-04,124.3
IL0002730112,2024-02-04,78450.0
IL0006600196,2024-02-04,1142.0
IL0011418600,2024-02-04,98.22
IL0011708778,2024-02-04,8835.0
IL0011793408,2024-02-04,102.66
IL0011980435,2024-02-04,105.4
IL0011980351,2024-02-04,103.6
PAL0605071A3,2024-02-04,935.0
IL0072304020,2024-02-04,104.97
IL0011930778,2024-02-04,101.23
IL0011929135,2024-02-04,164.7
VGG826421023,2024-02-04,276.9
IL0010845571,2024-02-04,54160.0
IL0011401515,2024-02-04,146.7
IL0011720716,2024-02-04,328.3
IL0011757288,2024-02-04,2101.0
IL0011660573,2024-02-04,111.24
IL0010862303,2024-02-04,1544.0
IL0011911703,2024-02-04,102.46
US68236H2040,2024-02-04,511.2
IL0001610182,2024-02-04,4345.0
IL0010949860,2024-02-04,145.6
IL0011415713,2024-02-04,2575.0
IL0011803553,2024-02-04,91.73
IL0012032640,2024-02-04,101.27
US68375N1037,2024-02-04,354.7
IL0011044968,2024-02-04,54.6
US68403P2039,2024-02-04,1025.0
IL0002650179,2024-02-04,2767.0
IL0011035065,2024-02-04,2170.0
IL0011433799,2024-02-04,97.85
US6866881021,2024-02-04,24140.0
IL0011357063,2024-02-04,574.0
IL0011605719,2024-02-04,100.88
IL0011977639,2024-02-04,105.55
IL0011885493,2024-02-04,97.37
IL0011396178,2024-02-04,394.2
IL0010916851,2024-02-04,413.2
IL0011630626,2024-02-04,92.71
IL0011976805,2024-02-04,105.07
IL0011994543,2024-02-04,102.83
IL0012011446,2024-02-04,101.18
IL0006440130,2024-02-04,3824.0
IL0011953952,2024-02-04,82.0
IL0011043630,2024-02-04,110.0
IL0011876401,2024-02-04,395.8
IL0011876575,2024-02-04,251.2
IL0010834849,2024-02-04,1618.0
IL0011414153,2024-02-04,99.07
IL0011563975,2024-02-04,101.04
IL0011829483,2024-02-04,90.63
IL0011808768,2024-02-04,405.4
IL0011808842,2024-02-04,93.6
IL0004120155,2024-02-04,4723.0
IL0011000077,2024-02-04,28490.0
IL0011325052,2024-02-04,101.33
IL0011395428,2024-02-04,112.77
IL0011425951,2024-02-04,107.85
IL0011628174,2024-02-04,90.08
IL0033302220,2024-02-04,99.6
IL0003330136,2024-02-04,143.4
US70806A1060,2024-02-04,4165.0
IL0010958192,2024-02-04,10910.0
IL0011895542,2024-02-04,111.4
IL0011902975,2024-02-04,120.3
IL0011903056,2024-02-04,234.8
IL0011903130,2024-02-04,69.4
IL0007560159,2024-02-04,294.0
IL0010997612,2024-02-04,67.9
IL0011696486,2024-02-04,97.5
IL0011951147,2024-02-04,19.0
IL0010968902,2024-02-04,190.0
IL0011723603,2024-02-04,604.6
IL0007670123,2024-02-04,3775.0
IL0076702500,2024-02-04,101.99
IL0076702849,2024-02-04,100.83
IL0076703342,2024-02-04,87.0
IL0011955858,2024-02-04,97.84
IL0011881351,2024-02-04,103.96
IL0012019464,2024-02-04,99.13
IL0012019530,2024-02-04,99.23
IL0011354177,2024-02-04,114.59
IL0011555302,2024-02-04,101.28
IL0011398158,2024-02-04,98.71
IL0011555229,2024-02-04,98.92
IL0011593592,2024-02-04,90.91
IL0011738551,2024-02-04,2000.0
IL0011864852,2024-02-04,93.3
IL0011714040,2024-02-04,304.4
IL0011714123,2024-02-04,2.3
IL0010816036,2024-02-04,13920.0
IL0007270163,2024-02-04,325.6
IL0010928401,2024-02-04,417.4
NL0011882741,2024-02-04,268.2
IL0011094955,2024-02-04,10.79
IL0011095036,2024-02-04,12.05
US72942G1040,2024-02-04,274.6
IL0006625771,2024-02-04,3094.0
IL0066204624,2024-02-04,114.28
IL0011998924,2024-02-04,112.57
IL0066204889,2024-02-04,93.26
IL0011913378,2024-02-04,100.05
IL0012014663,2024-02-04,104.0
IL0066204962,2024-02-04,100.17
IL0011913451,2024-02-04,100.47
IL0011998502,2024-02-04,110.29
IL0011998684,2024-02-04,110.32
IL0066205530,2024-02-04,101.46
IL0011913295,2024-02-04,103.8
IL0011998841,2024-02-04,113.2
IL0007450187,2024-02-04,3365.0
IL0011702169,2024-02-04,1025.0
IL0011734345,2024-02-04,635.0
US73931J1097,2024-02-04,1135.0
IL0011021289,2024-02-04,8285.0
IL0011836231,2024-02-04,94.57
IL0012034968,2024-02-04,101.55
IL0011744575,2024-02-04,242.0
IL0011846628,2024-02-04,88.32
IL0011792665,2024-02-04,88.0
IL0011754962,2024-02-04,864.6
IL0003280133,2024-02-04,15100.0
IL0032801388,2024-02-04,94.8
IL0011886228,2024-02-04,2206.0
IL0011985558,2024-02-04,500.0
IL0012017716,2024-02-04,64.0
IL0069901549,2024-02-04,137.95
IL0069902042,2024-02-04,111.49
IL0069902125,2024-02-04,91.37
IL0011936304,2024-02-04,103.6
IL0006990175,2024-02-04,20250.0
IL0005990192,2024-02-04,54.1
IL0011940264,2024-02-04,97.5
IL0059901061,2024-02-04,4.1
IL0059901145,2024-02-04,2.4
IL0011767006,2024-02-04,565.3
IL0007650166,2024-02-04,28.4
IL0010839558,2024-02-04,7863.0
IL0003860116,2024-02-04,268.9
IL0011728404,2024-02-04,2636.0
IL0003930174,2024-02-04,3154.0
IL0011972507,2024-02-04,102.39
IL0010909435,2024-02-04,1016.0
IL0011042491,2024-02-04,20990.0
IL0011824013,2024-02-04,91.5
IL0011436198,2024-02-04,284.1
IL0011718348,2024-02-04,103.41
IL0011831935,2024-02-04,93.46
IL0007690261,2024-02-04,2680.0
IL0076901599,2024-02-04,97.71
IL0003940157,2024-02-04,287.0
IL0011781445,2024-02-04,108.81
IL0011398646,2024-02-04,13.7
IL0011799934,2024-02-04,69.7
IL0005260125,2024-02-04,802.5
IL0011038788,2024-02-04,311.5
IL0006730126,2024-02-04,80.6
IL0011725277,2024-02-04,270.0
IL0010989205,2024-02-04,1560.0
IL0011298994,2024-02-04,113.94
IL0011367534,2024-02-04,118.77
IL0011385445,2024-02-04,119.07
IL0011712713,2024-02-04,109.18
IL0012010117,2024-02-04,43.4
IL0011757692,2024-02-04,94.0
IL0011835811,2024-02-04,90.8
IL0011627754,2024-02-04,390.8
IL0010810096,2024-02-04,1410.0
IL0011995466,2024-02-04,102.5
IL0011737231,2024-02-04,45.0
IL0011754889,2024-02-04,7075.0
IL0011787228,2024-02-04,3215.0
IL0010804560,2024-02-04,4978.0
IL0002660152,2024-02-04,91.2
IL0026602230,2024-02-04,19.0
IL0011477507,2024-02-04,270.2
IL0012032566,2024-02-04,0.0
IL0011715294,2024-02-04,1796.0
IL0011739963,2024-02-04,98.63
IL0011878977,2024-02-04,101.98
IL0005390153,2024-02-04,3404.0
IL0053901828,2024-02-04,98.0
IL0053902735,2024-02-04,96.8
IL0011971772,2024-02-04,100.61
IL0053902248,2024-02-04,97.36
IL0002990161,2024-02-04,669.3
IL0004220146,2024-02-04,2685.0
IL0042203492,2024-02-04,98.82
IL0042203724,2024-02-04,97.68
IL0008130143,2024-02-04,28890.0
KYG7T16G1039,2024-02-04,9875.0
IL0011419368,2024-02-04,101.29
IL0036501406,2024-02-04,95.24
IL0011886483,2024-02-04,99.94
IL0004250176,2024-02-04,2674.0
IL0042502703,2024-02-04,99.3
IL0042502547,2024-02-04,100.09
IL0010927254,2024-02-04,80.3
IL0011666935,2024-02-04,78.0
IL0011699787,2024-02-04,735.0
IL0011035719,2024-02-04,1081.0
IL0011784902,2024-02-04,233.0
IL0011785081,2024-02-04,4.5
IL0002880198,2024-02-04,10680.0
IL0002490113,2024-02-04,174.8
IL0011096448,2024-02-04,799.0
IL0011329278,2024-02-04,111.73
IL0011389736,2024-02-04,110.55
IL0011671471,2024-02-04,103.29
IL0011383796,2024-02-04,782.3
IL0011762395,2024-02-04,97.3
IL0011762478,2024-02-04,76.9
IL0010808371,2024-02-04,369.3
IL0011338758,2024-02-04,2030.0
IL0011361347,2024-02-04,99.71
IL0011419517,2024-02-04,93.44
IL0011784175,2024-02-04,83.01
IL0006340306,2024-02-04,1977.0
IL0011882425,2024-02-04,272.5
IL0011297335,2024-02-04,114.38
IL0011297418,2024-02-04,102.54
IL0010819428,2024-02-04,918.7
IL0011751323,2024-02-04,89.49
IL0011358889,2024-02-04,114.7
IL0011673865,2024-02-04,109.98
IL0011374399,2024-02-04,98.92
IL0011576688,2024-02-04,95.18
IL0011985715,2024-02-04,107.58
IL0014102995,2024-02-04,97.93
IL0014103076,2024-02-04,112.25
IL0011927311,2024-02-04,98.93
IL0011927493,2024-02-04,101.64
IL0011714461,2024-02-04,100.29
IL0011820474,2024-02-04,94.71
IL0010820079,2024-02-04,557.8
IL0007770378,2024-02-04,1945.0
IL0077701915,2024-02-04,116.16
IL0077702095,2024-02-04,103.7
IL0077702178,2024-02-04,120.02
IL0077702582,2024-02-04,98.13
IL0010970544,2024-02-04,614.5
IL0011605974,2024-02-04,93.33
IL0011455982,2024-02-04,98.48
CA83084Y1007,2024-02-04,2406.0
IL0011420333,2024-02-04,102.8
IL0011694812,2024-02-04,55.8
IL0011754392,2024-02-04,1718.0
IL0011722878,2024-02-04,3302.0
IL0011837304,2024-02-04,100.2
IL0011022352,2024-02-04,796.9
IL0011862468,2024-02-04,101.97
IL0011950727,2024-02-04,16.0
IL0011705394,2024-02-04,142.1
IL0010923451,2024-02-04,61.3
IL0011399222,2024-02-04,79.19
IL0011585184,2024-02-04,94.61
IL0011408882,2024-02-04,63.9
IL0011782849,2024-02-04,422.5
IL0011474959,2024-02-04,98.84
IL0011398984,2024-02-04,98.4
IL0011887887,2024-02-04,103.18
IL0010973449,2024-02-04,902.3
IL0010901176,2024-02-04,416.7
XS1551294256,2024-02-04,379.63
XS1936100483,2024-02-04,384.86
US46513JB346,2024-02-04,313.1
US46513CXR23,2024-02-04,319.63
IL0005500124,2024-02-04,4372.0
IL0011226540,2024-02-04,65.4
IL0011988032,2024-02-04,20.9
IL0074603890,2024-02-04,97.55
IL0074604211,2024-02-04,82.72
IL0007460160,2024-02-04,7118.0
IL0011790198,2024-02-04,98.61
IL0011970295,2024-02-04,107.1
IL0011815698,2024-02-04,834.6
IL0011977480,2024-02-04,98.7
IL0010816861,2024-02-04,4901.0
IL0011334799,2024-02-04,100.34
IL0011389405,2024-02-04,95.79
IL0011433955,2024-02-04,93.86
IL0011839201,2024-02-04,85.41
IL0010987555,2024-02-04,603.8
IL0011941098,2024-02-04,99.1
IL0010823537,2024-02-04,100.3
IL0011750903,2024-02-04,881.2
IL0010849532,2024-02-04,1800.0
IL0025801320,2024-02-04,95.36
IL0002580129,2024-02-04,23820.0
IL0011413577,2024-02-04,1830.0
IL0011435935,2024-02-04,98.75
IL0011413320,2024-02-04,97.41
IL0006660166,2024-02-04,42.9
IL0011590291,2024-02-04,2263.0
IL0010827264,2024-02-04,4387.0
IL0007960110,2024-02-04,5166.0
IL0010834195,2024-02-04,755.2
IL0002160104,2024-02-04,46.2
IL0001420186,2024-02-04,1104.0
IL0010825854,2024-02-04,2070.0
IL0003540197,2024-02-04,24180.0
IL0011335119,2024-02-04,99.31
IL0011625444,2024-02-04,93.39
IL0011801730,2024-02-04,711.2
IL0011787145,2024-02-04,298.7
IL0002900236,2024-02-04,35.3
IL0006290147,2024-02-04,4474.0
IL0011050221,2024-02-04,3628.0
IL0010901416,2024-02-04,222.9
IL0011356644,2024-02-04,101.99
IL0011674772,2024-02-04,99.52
IL0011789208,2024-02-04,99.96
IL0011931925,2024-02-04,100.39
IL0011379752,2024-02-04,69.32
IL0011695561,2024-02-04,97.81
IL0010972292,2024-02-04,1244.0
IL0003970188,2024-02-04,351.0
IL0011894552,2024-02-04,120.1
IL0011894636,2024-02-04,58.9
IL0011738718,2024-02-04,260.1
IL0011738890,2024-02-04,1.0
IL0010843675,2024-02-04,34.0
IL0001030100,2024-02-04,515.8
IL0011899197,2024-02-04,103.36
IL0004620105,2024-02-04,414.2
IL0011294936,2024-02-04,1451.0
IL0011474793,2024-02-04,105.23
IL0011806861,2024-02-04,535.0
IL0011791428,2024-02-04,693.4
IL0012007402,2024-02-04,74.7
IL0010833775,2024-02-04,746.7
IL0010823792,2024-02-04,10520.0
IL0082410106,2024-02-04,97.39
IL0082411195,2024-02-04,97.03
IL0082412185,2024-02-04,96.73
IL0082501284,2024-02-04,96.42
IL0082402103,2024-02-04,99.97
IL0082403192,2024-02-04,99.66
IL0082404182,2024-02-04,99.33
IL0082405254,2024-02-04,98.94
IL0082406161,2024-02-04,98.64
IL0082407151,2024-02-04,98.31
IL0082408142,2024-02-04,97.93
IL0082409132,2024-02-04,97.62
IL0011740938,2024-02-04,182.2
IL0011741019,2024-02-04,54.5
IL0011817421,2024-02-04,622.1
IL0011756116,2024-02-04,1252.0
US9030021037,2024-02-04,5164.0
IL0011841678,2024-02-04,108.1
IL0010806052,2024-02-04,300.0
IL0011686578,2024-02-04,62.0
IL0011748469,2024-02-04,201.8
IL0010838311,2024-02-04,3108.0
IL0011606709,2024-02-04,107.95
IL0011722530,2024-02-04,93.35
IL0011926081,2024-02-04,102.09
IL0011926164,2024-02-04,98.85
IL0010935588,2024-02-04,9.3
IL0004560129,2024-02-04,103.4
IL0011837486,2024-02-04,7221.0
IL0011571143,2024-02-04,305.1
IL0011763872,2024-02-04,1805.0
IL0011237778,2024-02-04,3849.0
IL0011614885,2024-02-04,95.55
IL0004160169,2024-02-04,15360.0
IL0041601563,2024-02-04,98.78
IL0041601647,2024-02-04,110.47
IL0011939522,2024-02-04,100.28
IL0003500175,2024-02-04,4485.0
IL0011099665,2024-02-04,1931.0
IL0011509036,2024-02-04,112.57
IL0011931438,2024-02-04,102.93
IL0011803066,2024-02-04,204.2
IL0011575771,2024-02-04,100.08
IL0011613226,2024-02-04,95.11
IL0011732281,2024-02-04,147.8
IL0002780109,2024-02-04,54.9
IL0027802458,2024-02-04,21.0
IL0011922692,2024-02-04,29.0
IL0010828585,2024-02-04,3850.0
IL0003710139,2024-02-04,2017.0
IL0011906695,2024-02-04,1.3
IL0011051625,2024-02-04,36.1
IL0010854979,2024-02-04,3.4
IL0012033226,2024-02-04,0.0
IL0011424210,2024-02-04,44.9
IL0004860271,2024-02-04,79.5
IL0048601442,2024-02-04,98.49
IL0048601939,2024-02-04,102.74
IL0048601772,2024-02-04,94.0
IL0011883829,2024-02-04,99.48
IL0011612640,2024-02-04,15330.0
IL0011874182,2024-02-04,96.59
IL0011869075,2024-02-04,96.9
IL0011986960,2024-02-04,105.1
IL0011766438,2024-02-04,97.25
IL0001300131,2024-02-04,3347.0
IL0011946956,2024-02-04,1852.0
IL0011947038,2024-02-04,400.0
IL0011040586,2024-02-04,2731.0
IL0011586331,2024-02-04,99.2
IL0011864027,2024-02-04,99.23
IL0011741845,2024-02-04,56.2
IL0011853210,2024-02-04,15.0
IL0007300101,2024-02-04,607.2
IL0073001716,2024-02-04,106.24
IL0073002474,2024-02-04,98.0
IL0011016669,2024-02-05,328.2
IL0007700169,2024-02-05,67.1
IL0077003478,2024-02-05,2.7
IL0011762056,2024-02-05,474.8
IL0011885725,2024-02-05,97.2
IL0011849028,2024-02-05,3919.0
IL0011109159,2024-02-05,153.16
IL0018201900,2024-02-05,114.21
IL0018202080,2024-02-05,113.84
IL0018202817,2024-02-05,106.94
IL0018203310,2024-02-05,91.74
IL0018200837,2024-02-05,484.0
IL0003630105,2024-02-05,65.9
IL0011331316,2024-02-05,102.26
IL0005780130,2024-02-05,9724.0
IL0057801685,2024-02-05,110.75
IL0011608788,2024-02-05,94.83
IL0011716284,2024-02-05,110.37
IL0011737645,2024-02-05,92.78
IL0011782922,2024-02-05,98.44
IL0011845307,2024-02-05,96.12
IL0011996035,2024-02-05,105.31
IL0011422313,2024-02-05,112.81
IL0010913544,2024-02-05,15640.0
IL0011426454,2024-02-05,99.62
IL0011628257,2024-02-05,95.28
IL0010979487,2024-02-05,19850.0
IL0001690119,2024-02-05,98.2
IL0011334872,2024-02-05,113.5
IL0011609448,2024-02-05,97.7
IL0011959991,2024-02-05,99.51
IL0010958358,2024-02-05,5849.0
IL0011959819,2024-02-05,102.17
IL0011733768,2024-02-05,30.0
IL0011990335,2024-02-05,12.1
IL0010838568,2024-02-05,485.0
IL0006250125,2024-02-05,1389.0
IL0011398232,2024-02-05,112.47
IL0011587321,2024-02-05,108.88
IL0011587404,2024-02-05,96.96
IL0011918245,2024-02-05,105.0
IL0011918328,2024-02-05,101.29
IL0011014508,2024-02-05,41.7
IL0010996549,2024-02-05,689.0
IL0011689622,2024-02-05,177.9
IL0011368292,2024-02-05,746.3
IL0012016155,2024-02-05,104.29
IL0011785321,2024-02-05,97.68
IL0011852303,2024-02-05,105.16
IL0011892242,2024-02-05,100.0
IL0011691271,2024-02-05,99.63
IL0011839797,2024-02-05,98.37
IL0011972762,2024-02-05,98.98
IL0011972846,2024-02-05,98.12
IL0039003541,2024-02-05,101.72
IL0039003624,2024-02-05,102.54
IL0039004879,2024-02-05,88.8
IL0039004952,2024-02-05,87.64
IL0011894065,2024-02-05,96.53
IL0011894149,2024-02-05,96.56
IL0003900136,2024-02-05,2657.0
IL0038701699,2024-02-05,107.19
IL0038701855,2024-02-05,100.84
IL0003870198,2024-02-05,12980.0
IL0011439242,2024-02-05,100.1
IL0011849366,2024-02-05,607.0
IL0011909178,2024-02-05,103.79
IL0011816431,2024-02-05,32.5
IL0011909251,2024-02-05,1.0
IL0006540129,2024-02-05,1693.0
IL0010943905,2024-02-05,925.2
IL0011435851,2024-02-05,94.95
IL0010922040,2024-02-05,2008.0
IL0010972789,2024-02-05,1842.0
IL0011331498,2024-02-05,115.52
IL0011381147,2024-02-05,98.71
IL0011586091,2024-02-05,104.0
IL0011628661,2024-02-05,84.71
IL0011727828,2024-02-05,97.48
IL0011935157,2024-02-05,97.05
IL0011880445,2024-02-05,100.0
IL0012025552,2024-02-05,102.3
IL0010806136,2024-02-05,3371.0
IL0001800189,2024-02-05,4128.0
IL0010821143,2024-02-05,562.4
IL0011702409,2024-02-05,117.9
IL0010916513,2024-02-05,5842.0
IL0007310183,2024-02-05,7469.0
IL0010852650,2024-02-05,1970.0
IL0013800474,2024-02-05,136.69
IL0013801043,2024-02-05,108.4
NL0015000D84,2024-02-05,6657.0
IL0003660136,2024-02-05,271.4
IL0036601560,2024-02-05,104.5
IL0005870147,2024-02-05,406.3
IL0011356073,2024-02-05,99.99
IL0011577835,2024-02-05,99.13
IL0011994881,2024-02-05,107.22
IL0011989105,2024-02-05,8810.0
IL0003120172,2024-02-05,2338.0
IL0011323156,2024-02-05,5206.0
IL0011323230,2024-02-05,112.73
IL0011323313,2024-02-05,100.36
IL0011401028,2024-02-05,98.22
IL0011829897,2024-02-05,98.89
IL0011995797,2024-02-05,102.76
IL0025101705,2024-02-05,100.8
IL0025102042,2024-02-05,113.83
IL0025102380,2024-02-05,109.58
IL0025102794,2024-02-05,106.43
IL0025103032,2024-02-05,95.2
IL0012018961,2024-02-05,99.55
IL0003130155,2024-02-05,625.5
IL0031303907,2024-02-05,103.22
IL0031304244,2024-02-05,93.3
IL0010961063,2024-02-05,5336.0
IL0010829658,2024-02-05,4400.0
IL0011059073,2024-02-05,285.6
IL0003730194,2024-02-05,1059.0
IL0037305047,2024-02-05,100.06
IL0037305799,2024-02-05,97.56
IL0011935801,2024-02-05,105.0
IL0012034059,2024-02-05,101.51
IL0011766198,2024-02-05,12.4
IL0010805229,2024-02-05,810.0
IL0011581613,2024-02-05,1573.0
IL0011316978,2024-02-05,29.2
IL0011849283,2024-02-05,91.0
IL0006750173,2024-02-05,1277.0
IL0011718181,2024-02-05,1190.0
IL0011717431,2024-02-05,100.25
IL0011965428,2024-02-05,105.77
IL0011009573,2024-02-05,148.0
IL0011332892,2024-02-05,100.03
IL0011404170,2024-02-05,97.76
IL0004130139,2024-02-05,1215.0
IL0004440181,2024-02-05,1524.0
IL0011904534,2024-02-05,103.31
IL0002970106,2024-02-05,59.0
IL0003830184,2024-02-05,61.5
IL0038301557,2024-02-05,11.8
IL0002090152,2024-02-05,1924.0
IL0011955510,2024-02-05,97.62
IL0011955692,2024-02-05,94.37
IL0007150118,2024-02-05,1540.0
IL0071503606,2024-02-05,98.66
IL0071504109,2024-02-05,95.89
IL0071504448,2024-02-05,92.45
IL0071504513,2024-02-05,98.34
IL0011786725,2024-02-05,93.66
IL0011386500,2024-02-05,109.26
IL0011566119,2024-02-05,109.31
IL0011566036,2024-02-05,110.03
IL0011786808,2024-02-05,91.77
IL0011194789,2024-02-05,24000.0
IL0011344368,2024-02-05,110.31
IL0011781510,2024-02-05,96.66
IL0011076630,2024-02-05,1420.0
IL0011836561,2024-02-05,1184.0
IL0011836645,2024-02-05,20.1
IL0011853624,2024-02-05,763.8
IL0002860133,2024-02-05,893.8
IL0011782765,2024-02-05,152.4
IL0010849045,2024-02-05,100.0
IL0025902482,2024-02-05,129.5
IL0025903886,2024-02-05,100.91
